"","k_1","k_2","k_3","f_1","f_2","f_3","s_1_NR_A_FPKM","s_2_NR_B_FPKM","s_3_CR_A_FPKM","s_4_CR_B_FPKM"
"HHT1",5066.47583534974,4860.26320822644,1811.31968194665,5232.83702612509,5368.14645724869,5004.74285876147,272.035,221.294,799.638,577.464
"HIM1",38.147929455819,36.3625552983024,20.4824440913105,14.9032239784059,15.4456564476745,14.1827950261389,12.3952,12.019,8.99236,8.94643
"HIP1",5.17600652575845,1.78463624909979,5.25451248731102,4.07028194502147,6.47499463262791,7.12351948421844,97.7222,85.5665,55.5507,34.8443
"HIR1",7.59634708910426,8.09600337801352,13.3393814774709,10.9356401793458,13.4636487021966,9.40502676746059,15.0563,12.466,10.5583,7.00214
"HIR2",10.3431557141466,11.4510660030473,23.3194381075521,18.7472397820695,19.713282301436,15.1001851843115,27.3943,27.7571,40.6496,38.9031
"HIR3",13.7192781449117,14.3272930088801,21.1992400350134,12.1249710118142,12.5043418613907,10.8365408923265,23.2506,16.7472,16.854,15.1458
"HIS1",82.1779980643921,93.4322367973828,69.9966973570993,26.3352205601359,27.5521347594749,26.2701499027763,455.355,469.316,302.477,213.937
"HIS2",16.095158655411,17.7691678145339,21.5749798442125,6.44560777217476,6.82262574532032,5.41471041146457,84.0029,81.4621,94.8395,87.9153
"HIS3",110.908975211645,105.052371636198,83.5345759324445,40.0977775394683,41.4345810378975,37.1963233608379,106.423,87.2275,55.7898,27.643
"HIS4",114.500905595684,120.942998408016,48.1824118721708,44.0001026447807,45.0836775436275,34.9380686633199,277.715,261.357,74.5756,48.9835
"HIS5",94.0151003496854,91.0885205526105,43.4450021478331,22.9305595345008,21.9651740999147,17.7211246245865,197.386,259.642,55.8546,61.476
"HIS6",35.4301291763184,38.3869601643955,7.85005135176747,20.9927657710218,19.1776994333115,15.802173503724,76.2506,46.2269,46.154,23.2641
"HIS7",64.3967367870994,64.6099638790277,43.3935043126734,26.6546424568755,24.6345219358751,20.8449895648504,128.11,126.342,36.9313,18.0213
"HIT1",14.8358615198719,16.3985043727766,4.18423851524122,18.1685569078176,21.0830966673309,20.267561887357,21.3549,18.6188,15.9506,14.5004
"HKR1",30.7751261954512,34.9402906579301,11.5772293743331,43.8961115130232,49.7203004511385,48.7101877057588,14.2302,11.0929,11.5077,7.30384
"HLJ1",61.5013287450231,62.5915637936825,41.6929480625821,67.9010248756975,71.4119737709013,67.1995029874517,54.1403,53.1198,109.425,78.8431
"HMG1",10.7765559940817,13.2015724767556,49.0078692601438,24.4174281066389,26.9712604099967,26.2416131167242,65.1001,54.2901,65.5912,52.6149
"HMI1",8.15835000549661,8.07629940451877,13.244047033081,11.3667085080647,12.2497232806152,10.7910740701527,8.43184,7.4978,5.57002,7.58491
"HMLALPHA2",60.7129325386631,44.1342123726492,15.155714588875,32.9449701235864,33.14412671208,35.9138853996393,0,0,0,0
"HMO1",7.25985330885601,11.1858450613219,11.5813744618284,22.5682597130208,14.4086419022764,23.8129079901016,566.915,670.575,851.844,803.043
"HMS1",287.334466080569,301.363597659541,53.2504133424903,300.406175198365,318.162547092481,320.183907789753,32.0462,45.8973,33.7389,31.0162
"HMT1",52.5299271294804,57.0559458693214,9.46586551643708,26.5690861203497,22.9272181558667,19.6192748659907,89.3647,64.5477,61.3228,19.0216
"HMX1",126.246560835092,131.163093952463,566.616256710899,587.904993027471,580.270551612096,545.739155167465,21.5493,19.6295,75.712,91.2365
"HNM1",285.810858536962,300.026667895817,73.7528684139539,675.081791682459,732.992408223337,732.308089648391,286.062,250.543,101.145,45.3451
"HNT2",11.3674018914982,13.3143257005208,8.53364434029458,12.2911803471372,18.4026163243109,13.4971948122034,231.218,267.565,178.967,206.378
"HNT3",6.85652812503068,6.30996388074568,11.3669045643871,21.0782457867183,16.3653710494991,25.6446701431864,31.282,32.7117,20.4124,23.5208
"HOC1",32.1706742232165,35.870525994437,100.133022265264,75.1805758885974,73.0656048938867,71.0306581441227,142.92,143.102,76.0754,54.2391
"HOF1",30.0765351366892,34.3234299007595,46.548216586964,23.3769646716814,30.1684238510666,34.8236101630396,73.1446,71.6871,39.2277,29.8792
"HOG1",101.692473119222,113.586735687071,115.515511799524,83.4844524259983,90.7888732394652,86.4269409010176,198.147,214.061,219.517,111.084
"HOL1",40.0771019248647,40.1065940072523,1.82372237917586,84.8721162869683,83.0172617310105,68.9227722184449,84.7547,94.46,137.363,94.8768
"HOM2",105.292735489744,105.611350631659,67.2433639129583,70.4549077497141,79.7672942571685,67.238217334327,420.924,498.209,373.614,178.892
"HOM3",49.7987069704033,48.9452699771034,27.9403426906538,25.241779547675,25.9961653900344,21.0354942474703,54.9103,60.4976,40.8995,17.5926
"HOM6",1.1210067609263,0,0,1.21210602039242,1.186594039011,1.13138250631705,448.329,448.637,341.324,356.976
"HOP1",4.74514508440287,5.63957341367851,7.81393939593239,5.01254170682076,5.20794285624448,4.17112104738574,6.74582,7.98633,11.1388,10.4479
"HOS1",7.59964096372256,8.30589267988566,16.287960430334,10.8203984925442,11.4216449051835,10.9194771271787,17.427,19.7168,15.1984,11.9338
"HOS2",56.8207724206379,56.6681103004716,34.8527786646524,60.0433975664591,63.6482406679512,65.8383032594387,31.5664,23.0665,57.6373,58.6104
"HOS3",70.2280200448443,71.8105987657161,43.0331472818145,73.8802682475755,78.0993625990239,77.573351236453,14.3486,14.154,76.9789,73.4228
"HOS4",23.2461789144053,26.2030622499469,1.4961175178297,55.6383705095485,60.3177517113799,56.2744016577107,290.058,319.912,111.445,145.469
"HOT13",2.45179256483295,2.85306979296874,4.62239068432623,6.02508840545941,8.02165326957142,8.4357467576271,32.266,26.6219,27.3688,27.4865
"HPC2",31.4993635301604,32.1317488299955,43.4660469213042,41.977936185574,46.3735987174367,39.1823007662941,41.9351,36.1164,31.6848,39.0797
"HPM1",11.6488530974539,12.2400688586046,1.90176725412061,13.4425698955049,13.23174300159,10.2097413304643,105.25,153.118,67.655,27.4726
"HPR1",6.27542501697547,7.03646284217743,12.5750657430418,6.8963340289891,6.3529893501827,5.00467990681295,35.5998,36.1658,30.1851,20.7486
"HPT1",139.869812707427,128.995738880244,209.429854851396,165.291605861106,167.602745683022,165.146926709131,398.943,307.069,186.787,126.344
"HRD1",79.5853093463491,75.8585015534783,170.804023083598,94.8244996063328,98.4052959862869,101.684646200781,52.8589,50.905,62.7111,61.4206
"HRD3",14.4039052765892,15.0172213451857,35.2379304560968,19.9063006719171,21.9294225958081,17.5422130120569,41.5018,35.6862,53.0468,45.1474
"HRI1",678.128797865136,620.93173494247,1451.88321662376,534.729085690476,538.033772057785,503.621053121873,136.733,167.608,46.1475,39.1527
"HRK1",115.853425564498,113.939308720284,188.330072820892,270.788189577697,276.186279213739,281.191236304981,75.8375,70.1322,80.154,65.8658
"HRP1",50.3605545896545,53.6701754448992,64.145293088838,121.180056412153,144.508940480608,123.728923989806,200.927,267.928,248.153,116.169
"HRQ1",26.7498952767825,28.4248347895609,33.1158246366088,26.7434327704197,27.5130153020837,22.6684767733579,39.9829,36.8289,31.2006,35.3836
"HRR25",236.483819216221,242.027688873724,165.640725089981,210.469563806514,211.53370129323,211.307912114792,129.823,127.209,183.47,122.099
"HRT1",205.024251816385,198.92963694094,215.131999464101,208.074493421126,209.863852147284,212.215527239946,410.081,454.007,376.252,414.325
"HRT3",2.24201352185259,2.86985255645679,6.79554177980812,9.93926936721787,9.61141171598908,9.16419830116807,36.917,36.6336,67.6163,87.7737
"HSE1",110.472854014503,110.470522298802,89.417307327172,86.0022504073071,86.819888243857,90.5915167510262,114.38,101.104,94.0401,104.886
"HSH155",19.5810218755614,17.5354310207939,13.100683637362,20.6341264736082,22.0714646541537,20.714019646584,34.6215,22.96,16.6557,13.0951
"HSH49",20.889529833415,22.8184620407735,56.4174407377288,24.1061469760737,24.7625441923096,25.5213784598057,83.6836,67.2153,32.6474,42.0593
"HSL1",6.58620127636247,7.64902760446221,5.39324359044883,11.8093580933632,12.8292897428449,10.6983899983845,36.9721,28.8636,29.0032,15.2551
"HSL7",19.9345972055158,19.854341647305,7.17853788956304,31.5128484530359,34.8506545184537,33.8497535065908,45.1306,33.4193,40.3931,27.6841
"HSM3",27.8641185118566,27.212861021305,30.6808067616695,18.6370951160975,19.3012578857953,17.0964467621243,86.9779,78.1547,95.0749,122.361
"HSP10",2850.89645196024,2914.52144716782,3187.14508568283,3070.7829346187,3163.97464503912,3257.11503903508,400.814,381.582,1081.61,612.609
"HSP104",440.581842963922,405.674717997885,1133.48676761475,411.199214793416,395.498788695588,427.01656252328,1401.27,1916.35,2185.36,1707.36
"HSP12",9904.85986438255,9902.51313459423,10315.1441873351,19897.4860679101,21488.8564178297,26212.0279407352,2214.6,4835.02,40204.7,37225.3
"HSP26",34014.7890441817,27564.6543804063,40283.7664155972,16174.4218770594,15734.5835569192,18207.980179705,258.485,235.304,119.175,107.851
"HSP31",26.3703495189329,74.3023554299571,46.580969342795,395.088843313626,302.355462035612,446.141834991022,154.484,215.743,171.402,131.882
"HSP42",1108.2395818162,1004.93544896777,2629.7856310409,832.230970727159,890.46622875216,896.005297838266,746.88,1098.92,1678.98,2013.96
"HSP60",1504.13112956635,1664.02277209758,1543.70657891811,1421.45394553304,1401.61588496943,1323.91167107029,248.913,220.963,479.648,251.271
"HSP78",683.111430161975,679.126053921546,2037.85491437607,1484.25785362103,1562.81948615654,1790.65364617489,381.865,509.402,642.399,487.809
"HSP82",301.141562252645,317.910827285804,199.296152197296,532.249221398984,539.730774315859,500.394319936796,392.49,701.514,673.002,458.361
"HST2",27.3312124568697,29.356516450528,31.508151109386,32.1689089856529,29.3823285850342,35.4859021028966,80.9529,84.3643,184.596,194.556
"HST4",43.1690958189901,51.0557851178633,34.7995661355683,70.439693128337,73.8785230473031,73.2509992919739,57.6296,64.5488,36.6848,23.4145
"HSV2",63.126693224662,62.6612658002459,69.5540500349579,39.3383499345541,34.3078496203445,31.6551397079957,61.6789,69.407,168.862,168.024
"HTA1",589.752243889454,591.463873213102,1170.2492652765,410.018764251829,377.161783656737,419.221840546822,540.889,510.718,1263.55,918.663
"HTB1",968.235172875849,953.468752716886,463.254978473135,998.890799471965,1016.2895421739,986.934166375184,695.609,575.602,932.566,651.732
"HTD2",16.5208200297685,16.3706055927038,36.897071202107,14.1900763412974,11.4283928934295,13.0102081129352,77.2949,77.2594,48.957,53.8204
"HTL1",72.3072426780196,77.6316768358408,44.7884635823177,57.4927324734283,59.2711047140555,53.6638467811122,347.047,341.888,250.461,367.089
"HTZ1",104.599202278912,106.605179248388,78.4790506294948,191.184662374378,218.404677255558,226.270830173152,204.286,219.159,309.564,281.66
"HUA1",92.6841272430618,80.7675376735447,8.01045066943129,136.063710733575,131.406814148761,134.878753205473,73.0107,77.4794,126.005,147.556
"HUB1",20.6663824192101,18.4709851781828,14.0520676803518,15.9351538147591,10.2205299893481,14.3610152801844,251.721,272.464,160.053,199.545
"HUL4",21.3868355880388,26.7286367320095,26.1890555143851,78.1744172157738,77.8935643571147,81.2603728742531,16.3021,20.2692,69.8714,109.307
"HUL5",14.6679486554756,16.1813914208526,41.9665037066032,17.4823326752847,18.910414788006,22.2763304665427,28.4097,27.7563,25.0288,32.2803
"HUT1",6.54256241307084,6.78054910211866,19.0537882238763,3.90728787012727,3.6237302987761,2.49536460974119,48.3018,41.6687,40.8651,25.9731
"HXT14",18.6975467294122,20.3195989531937,16.5580877329254,32.1139485629253,36.6650095198807,34.5961116082609,0.788882,1.31551,1.53227,1.25558
"HXT15",11.0358998921699,10.8212477646686,7.90085291675579,6.81039230101845,7.57878283108436,7.44347417291638,0,0.0179775,0.0331085,0
"HXT4",687.234928301476,524.324290154333,7063.50416339172,189.488409208564,180.231809361808,212.824324384176,368.016,322.659,63.3714,13.9246
"HYM1",61.0523828261193,64.8849735443253,69.7976122531697,43.0181407894889,42.5179942599411,46.1604062577355,28.9128,27.2898,60.7792,58.6373
"HYP2",1268.94654346424,1315.40963378861,1380.74905530039,1355.89657213644,1266.67161310358,1194.99293626082,1234.24,1301.79,1734.41,780.247
"HYR1",965.951405256019,972.969955038058,638.579170326044,799.857366988392,780.263672736059,719.826164249901,496.042,548.373,674.833,629.233
"IAH1",0.997479845121746,1.34400808429106,2.93123630490491,20.6625676423921,24.1731760839844,18.3857449167059,30.0612,29.4839,44.7658,50.9733
"IBD2",23.1459978338383,25.0964472529658,24.4606615788616,30.1981586115009,34.5476172507455,32.7927534876952,26.6603,23.3247,16.1159,11.5336
"ICE2",39.0698964021952,38.244320504077,13.2724601133343,38.3851450794185,35.4053059132632,33.3891335824451,36.3244,31.1208,28.9695,47.3905
"ICL1",4836.68432497792,4756.87557185728,400.637303849114,2702.19417872767,2269.71850315842,1029.32161161206,49.7657,50.7587,471.019,482.432
"ICL2",600.249232740598,569.413423117552,278.791777729895,260.503372075543,180.903474689756,105.308741443137,25.4676,27.7625,294.1,355.526
"ICP55",63.3739552349204,66.1244544988162,122.759156316659,81.5325853166911,87.6105817513136,83.206626211144,53.9877,70.6741,107.601,64.0861
"ICS2",21.035722497382,22.5621174975843,15.0759592763862,83.0425094572131,55.9693065367933,81.5059085903321,16.3823,17.7834,35.3043,32.7842
"IDH1",244.548760354117,253.438067109729,417.385377272454,716.345729094129,717.502603279545,741.109714649017,347.485,478.886,618.681,386.247
"IDH2",247.036675093017,262.667986468114,490.646969154871,840.165758554066,830.17206043132,812.984691964754,170.177,246.772,362.287,218.215
"IDI1",38.797280586037,38.9021917848123,41.0433118248487,43.1810959570625,44.9714887759938,42.8789914759729,118.233,88.6565,91.1873,71.7121
"IDP1",301.900155679788,316.089169512796,133.105006024083,196.026671626627,149.492452108579,132.457703227946,137.948,118.916,172.873,131.921
"IDP2",969.683423597603,926.522222660646,1251.02508053834,2110.3445682191,1973.92390460394,1888.79776647154,21.8497,25.5582,187.775,215.355
"IDS2",59.9429757960896,64.7039459582155,38.0631758227164,63.5485178062651,64.6892052884496,59.5248237876399,34.6898,35.7752,46.8821,61.299
"IES1",27.5665509094547,28.3911232923335,67.4219296008023,55.4231844413103,55.6691873899174,56.1230838673187,92.1969,101.671,159.253,147.925
"IES2",54.5484300633963,55.9569817459675,81.9849234080076,51.7139168571296,56.134829398202,50.4207304912003,286.869,287.471,389.709,439.24
"IES3",55.8218772556597,46.7496099294625,43.6851844985029,54.0235025254696,53.0954721290102,54.146129965536,135.128,135.644,265.277,244.992
"IES5",42.528589828362,42.4682931141712,5.32448783520499,52.2712161223467,57.2112628752534,53.3539535606123,610.32,516.363,296.484,424.349
"IES6",269.998006012752,280.097411298835,158.595989789338,193.665722754728,197.771205075441,199.956693773796,120.113,108.821,156.871,152.525
"IFA38",77.5831441860672,80.9913702932599,131.88415327353,90.5784356756651,91.1523075039687,83.4006059267603,472.5,397.914,111.408,74.7097
"IFH1",43.0681316396174,49.4886956874901,3.64888920194266,51.514505866678,54.0807943638053,46.5886148356861,325.489,280.363,43.1593,36.2165
"IFM1",113.909144962136,110.489901662553,63.3882646731229,95.5693444149765,97.6880267605968,100.276748015382,11.5326,9.90401,15.3313,9.54779
"IGO2",298.10225973789,305.874289651809,588.487310756158,180.238704863654,186.652671967802,184.301755908562,187.232,226.144,572.019,845.776
"IKI1",29.2294938541525,26.5751027938162,13.4203089202944,27.8920883115977,30.2581479947804,25.9912197397159,64.4704,48.4302,51.4703,44.1114
"IKI3",26.9616497884324,26.2456601316989,6.69466329184875,46.1843473411062,45.7396505635863,43.833819667822,93.4254,60.6319,61.9078,46.3681
"IKS1",173.991722947256,185.792851995234,114.540273982439,188.929272138428,205.906069342074,214.30857123808,30.6174,27.446,38.2134,34.359
"ILM1",25.0422974685539,30.2898161064697,42.1749474621495,46.2141694249042,47.3403009089821,41.3575894216705,190.209,198.957,95.8321,99.6602
"ILS1",31.2413659499118,36.351993540497,17.1725687434466,46.4429970954458,44.4637630993028,40.7473273736942,542.587,547.385,265.721,178.184
"ILV1",193.438539336229,205.330765941348,134.975289517802,137.324317027931,131.538893366198,113.842745757166,115.028,100.678,76.8848,30.1309
"ILV2",269.28256178348,251.872383945257,2.08167358372379,233.375653967197,218.046669905642,179.969978273046,90.1722,84.0897,120.301,37.0933
"ILV3",325.950631372486,324.136086684743,69.0965821380574,108.039326687512,103.715904542231,92.1715113536784,106.586,98.5814,124.765,46.8688
"ILV5",1225.53366994759,1282.24116770675,222.134795492357,1200.12566901342,1171.35329136234,1091.68467701579,226.337,210.183,179.262,77.3963
"ILV6",342.083797382666,353.208755202957,181.242641387853,119.550781182489,119.442449066483,108.253430215917,295.185,173.925,139.534,79.4252
"IMD3",131.965398049689,142.690303452217,114.282014447526,329.515583333004,361.102256499717,349.346587144116,84.0091,74.6689,70.5184,37.6652
"IME1",69.6914261313075,79.8417205629237,25.6877578906251,96.5996819313907,80.2974625081124,94.5647211529998,7.79834,5.06157,7.88111,11.1794
"IME2",16.2122869215897,17.2111818412706,15.0845192179348,23.0176774305055,24.860101236311,20.7669625268933,10.1937,6.42283,15.2227,18.2262
"IME4",4.14800387283051,4.47241164478226,5.06685132704991,32.0620133528429,33.6954334635076,33.2758732921383,45.5831,38.7378,112.185,146.12
"IMG1",303.161460587056,294.511135487218,232.376284999186,287.770687944891,299.026244168085,274.058989260087,100.445,84.6564,290.565,107.547
