"","GSM3714420_Galaxy259","GSM3714420_Galaxy264","GSM3714420_Galaxy269","GSM3714420_Galaxy274","GSM3714420_Galaxy279","GSM3714420_Galaxy284","GSM3714420_Galaxy294","GSM3714420_Galaxy374","GSM3714420_Galaxy379","GSM3714420_Galaxy384","GSM3714420_Galaxy389","GSM3714420_Galaxy394","GSM3714420_Galaxy400","GSM3714421_Galaxy415","GSM3714421_Galaxy420","GSM3714421_Galaxy430","GSM3714421_Galaxy531","GSM3714421_Galaxy536","GSM3714421_Galaxy541","GSM3714422_Galaxy451","GSM3714422_Galaxy456","GSM3714422_Galaxy461","GSM3714423_Galaxy466","GSM3714423_Galaxy471","GSM3714423_Galaxy476","GSM3714423_Galaxy481","GSM3714424_Galaxy486","GSM3714424_Galaxy491","GSM3714424_Galaxy496","GSM3714424_Galaxy501","GSM3714424_Galaxy506","GSM3714424_Galaxy511","GSM3714425_Galaxy516","GSM3714425_Galaxy521","GSM3714425_Galaxy526"
"TEL2",21.5947,17.5593,18.2117,16.9079,18.0706,18.1967,19.0857,18.7453,15.9602,15.1438,15.692,18.6114,17.5459,18.6552,14.7924,9.10361,17.3941,17.9984,19.5433,22.8752,20.7986,20.0103,17.0604,15.6169,19.6305,14.0627,18.9032,17.0798,13.5224,18.3093,15.274,16.164,17.9777,18.8874,21.3186
"MDR1",27.8126,24.6558,24.9204,24.7117,24.3861,22.7588,27.1368,24.7989,24.8651,25.6399,24.3826,27.2375,24.4164,25.0926,26.3247,18.058,26.5026,23.969,27.6385,25.8416,29.543,28.9285,43.4126,43.2924,40.1631,38.7877,30.3686,39.508,37.4538,31.5621,36.0158,32.399,53.4124,58.2761,59.765
"PCP1",42.7391,38.6913,44.7322,43.5948,39.9727,36.2948,34.6185,36.3623,39.1109,41.084,40.3853,31.2185,37.5413,48.8343,46.7659,39.8375,41.1976,48.3206,47.285,39.8669,43.2309,44.6754,61.4154,60.7383,60.8952,46.6984,64.4672,73.7681,64.997,64.3148,61.2112,67.3531,59.5023,49.374,43.5319
"NOP7",8.96174,10.2113,8.4857,10.201,13.6871,10.5025,9.7545,9.66706,10.5633,10.6908,13.1134,10.7478,10.9197,32.2343,33.2106,53.0177,35.2919,36.5403,34.6737,24.918,23.8599,22.8783,67.2263,65.8377,63.7087,62.0286,60.9137,62.1027,63.7791,66.4797,57.6047,56.377,140.377,144.835,132.916
"SRB5",34.0772,46.2482,32.8923,41.5457,39.4697,39.9439,37.2012,36.2373,33.8409,31.6076,33.5353,24.2287,36.2744,38.6726,38.1252,60.185,37.8031,40.6436,44.4323,27.5861,39.1828,42.9931,26.8056,21.5639,21.6231,24.2031,19.2637,28.121,17.8594,27.9643,24.3613,34.356,24.9559,25.0473,30.6859
"VMA21",203.602,405.1,253.564,229.897,273.529,288.286,284.113,257.271,256.756,224.555,257.013,443.81,257.957,200.492,206.038,0,152.592,261.399,238.801,267.264,225.615,195.827,138.42,125.77,140.867,101.86,67.2538,169.989,125.932,198.977,212.306,307.273,96.4666,138.22,226.898
"VOA1",569.581,570.158,582.116,569.418,535.239,528.403,537.882,455.735,480.792,495.677,479.042,537.226,515.679,541.23,518.83,618.512,559.486,507.297,496.387,530.606,515.099,603.76,248.245,249.18,245.157,240.009,247.586,257.844,313.459,297.246,292.501,309.318,275.826,262.064,292.998
"CLB1",96.447,100.909,96.5538,105.814,98.3169,96.5051,90.7647,111.702,95.5949,95.4467,94.6927,126.618,95.426,96.9506,105.857,67.0658,93.7352,98.2352,99.6223,125.228,138.224,128.346,6.69045,3.22236,3.48691,4.53696,6.70264,7.21459,7.8119,3.73639,2.91052,4.84996,3.69648,5.92886,5.57321
"CLB6",5.2514,4.06805,2.82947,4.43453,5.68754,4.69845,4.77169,3.67109,4.31069,2.34886,2.3303,3.089,3.18363,8.38316,5.05269,0,4.61252,4.20559,6.2961,3.48346,3.47357,6.48514,1.50777,1.47776,0.370504,2.5462,2.44336,0,0,0,1.25992,0,0.396823,0,0
"CLD1",5.40723,6.98482,5.46514,6.36397,4.14657,5.53885,4.73729,7.1725,5.4814,3.60566,6.87918,2.5544,10.375,8.26556,8.60695,0,7.65469,9.21633,7.65951,7.27764,9.61342,6.06474,9.22083,11.5905,12.7407,9.71231,9.89553,11.0639,10.7588,12.6607,7.05012,12.3277,11.3883,10.4861,13.3425
"SHY1",24.7324,28.8328,24.1712,25.0226,26.5766,25.0742,26.9938,28.2154,36.0895,26.0863,33.3207,27.018,25.5299,35.832,37.6368,51.1313,35.8813,34.2478,35.906,40.9635,36.2805,32.5894,81.1827,76.6032,68.7011,91.6717,63.0324,83.3707,69.7471,72.8714,74.6967,73.1759,86.6464,79.8718,92.138
"DAM1",37.0661,38.1707,35.7346,34.4132,35.5978,29.9558,36.1041,35.6251,34.6456,36.582,40.4514,49.0946,36.5084,39.191,36.6415,47.5018,32.9369,35.0619,42.5939,38.3412,36.8321,37.8968,22.3961,21.2436,23.0434,21.2126,17.5067,11.6434,14.58,17.1961,20.095,21.718,17.281,19.8124,22.0712
"RPS23A",2791.38,2663.11,2768.3,2759.43,2671.21,2417.23,2416.99,2512.33,2624.74,2625,2509.92,2334.59,2396.82,2340.16,2475.51,2485.47,2474.89,2402.81,2335.11,2277.12,2230.66,2185.42,557.878,698.851,620.827,700.457,637.995,663.146,663.957,782.177,816.504,814.093,983.027,925.474,940.286
"NUP57",65.95,57.9424,60.8696,63.2629,62.4888,53.5288,55.3167,68.5217,64.361,65.5784,62.4318,69.1698,56.8134,68.6795,64.0075,56.1101,66.9541,67.653,65.0837,68.7424,63.1985,68.2306,32.0297,28.3351,31.5993,29.8373,29.5085,23.7401,30.3171,33.2968,28.754,27.067,22.4642,25.3861,30.556
"COG2",36.4446,26.9252,34.2786,26.3766,25.5229,32.9045,30.2357,31.8009,23.5709,26.0156,21.5081,19.9267,26.8068,27.4935,32.9882,27.6772,24.3883,29.3992,31.2116,29.5068,25.3416,28.3871,28.421,27.4101,24.3774,12.9897,23.1579,25.5536,16.077,19.6161,20.5284,11.6883,30.9361,33.3879,30.0828
"MEP1",27.6406,37.735,35.0539,33.0011,37.7509,32.8233,29.9959,38.7306,38.7203,33.5176,37.4095,22.703,36.6046,38.5333,29.7377,22.8487,35.1589,36.2059,39.5256,38.8859,33.6731,37.4412,49.922,53.5133,54.1024,50.7685,44.9194,55.2029,48.3492,49.4537,49.8397,45.9484,69.318,69.3787,68.4043
"PPT1",10.143,7.27436,6.70338,9.07401,10.2028,12.5817,7.4481,9.10675,6.95916,10.5644,7.22023,10.8141,12.0049,17.0936,14.8926,20.7869,21.1377,19.1687,20.8425,11.9786,12.7249,19.7958,24.915,22.2483,22.7879,26.0423,27.9291,18.0029,30.9461,25.5137,19.1616,33.5086,21.5702,22.4042,27.0929
"ASN2",130.072,124.553,134.802,128.362,136.685,129.333,139.631,133.935,134.892,128.233,129.276,145.078,138.648,190.665,189.494,205.819,192.955,176.578,190.969,231.232,234.561,225.486,67.9313,57.9236,56.8977,62.3417,63.3471,55.1142,57.2681,52.9589,66.2211,62.2034,61.1903,59.0777,62.8427
"UTP8",7.75249,8.02442,7.01209,7.68108,7.5622,6.1603,6.4523,5.46923,7.6697,6.14538,6.25731,4.47212,6.84962,12.5951,14.9138,9.28217,14.4437,15.1852,13.25,12.3634,12.9768,9.64003,18.1157,21.2445,19.7725,18.8957,18.7566,20.6453,17.5755,24.6497,23.0641,19.2157,19.9915,18.0527,17.9668
"SYF2",15.5634,12.0067,10.8576,4.74388,10.2716,9.07375,8.0434,9.27968,17.0315,12.2037,13.5312,26.3581,6.9018,13.5945,7.37332,27.9099,5.55098,9.23811,11.7477,14.3859,14.4007,18.4298,27.2645,30.2838,28.6497,18.8843,23.1237,29.4365,25.0829,25.9253,36.4468,43.5334,54.4263,58.3313,47.8705
"FHN1",65.0474,67.5089,74.1645,58.4455,64.6796,66.1502,79.443,45.7439,60.3304,49.0124,55.5663,54.9831,46.5171,71.9127,48.2147,27.3482,60.9262,65.7603,72.2211,45.3097,49.8409,66.1214,39.8465,35.7322,44.4526,29.8382,45.8623,39.5031,40.3988,52.8917,31.0622,34.6449,15.3192,13.9637,11.4871
"PHB1",195.113,202.088,196.917,204.699,234.875,205.235,219.605,208.865,207.568,205.223,211.686,229.283,193.169,218.617,223.227,181.578,226.864,221.238,236.478,197.965,207.921,179.617,326.18,325.252,329.153,294.813,315.165,319.948,330.325,337.408,314.261,335.915,248.648,272.532,250.115
"PEX4",46.4452,47.0509,47.0736,43.6706,44.3031,44.2614,41.7655,45.781,62.8268,53.4139,58.4692,84.4147,42.5938,46.6443,52.271,78.752,41.2355,39.1931,38.2486,44.9446,48.3674,45.7868,78.6533,86.6731,79.2568,96.2113,89.59,100.309,78.9833,85.4508,96.2696,132.936,96.8868,97.3358,111.213
"CAF130",11.34,10.1647,9.42002,10.6082,10.541,9.15494,8.7781,8.25817,10.4481,10.3776,9.11906,11.8491,8.9183,10.455,10.3205,5.55127,10.4591,10.9969,9.58365,11.5776,12.2318,11.4987,14.8116,14.5411,13.295,17.0022,14.0983,13.0241,12.8006,13.9088,10.2827,13.0164,13.9293,13.1288,16.3651
"PRE9",475.128,472.199,485.777,467.891,431.373,461.685,483.567,463.501,469.427,492.646,436.029,534.171,455.276,390.223,390.499,658.613,384.063,388.232,387.234,316.88,336.845,318.451,220.979,243.355,234.983,240.955,187.038,159.613,183.074,233.534,242.745,204.311,266.263,260.371,252.266
"LSB1",314.406,297.34,291.801,311.524,281.104,311.819,269.682,280.898,278.334,275.972,293.793,309.426,284.721,285.308,287.652,193.937,339.244,284.143,310.856,331.45,286.726,283.733,266.162,261.499,264.477,262.609,289.63,279.56,254.055,285.595,287.208,294.171,305.453,317.988,336.096
"TPO2",322.391,292.735,318.215,323.574,327.594,334.529,324.788,409.755,412.703,395.514,399.977,366.434,326.252,374.423,371.698,348.877,370.029,367.4,379.981,520.936,502.166,502.188,525.927,500.694,507.602,510.316,495.347,500.561,494.17,488.047,475.357,464.184,512.252,513.766,510.894
"CBF2",5.13924,6.57753,4.66775,6.60416,5.82366,6.44922,3.63917,5.71997,6.60897,5.8678,7.91723,7.57487,4.86268,5.98122,5.21985,24.2938,4.94171,5.23067,6.12422,8.67543,10.0003,10.84,7.26922,7.04584,7.17392,8.55408,6.84707,3.91803,5.34292,7.10585,6.21967,8.51751,6.26768,7.42611,10.3076
"VPS62",22.361,23.5132,21.3151,23.5372,23.8089,28.2195,25.7248,27.8813,28.4758,27.508,26.7708,38.6089,27.3764,19.2295,24.7142,11.6457,26.3361,23.4335,21.4737,23.557,26.7059,20.1369,67.1953,65.7081,63.9366,77.2677,66.0711,72.7362,75.4718,66.2796,81.5822,70.8019,90.7796,88.4011,82.335
"BTN2",581.285,582.331,564.759,574.183,550.912,562.117,591.706,554.694,545.061,558.622,554.815,600.001,576.358,278.275,281.921,269.768,277.649,283.093,284.19,485.839,484.074,508.123,10.197,10.2054,8.51946,10.3963,9.41546,5.71411,6.96598,9.8176,8.83192,7.86922,13.0929,14.4951,11.9489
"SKN1",47.006,50.2244,50.419,50.1284,49.5101,51.58,46.804,53.7073,48.218,55.0327,56.8058,51.9638,52.4239,67.1768,67.0578,67.1979,68.4255,64.8833,63.3786,74.7164,82.9839,76.8558,113.159,107.375,111.501,116.597,113.279,112.367,110.515,110.418,98.8541,95.79,91.1154,93.6137,100.192
"THI4",34.4624,35.6694,29.9994,25.3123,27.8189,29.7965,27.4769,32.738,31.7279,31.6982,24.5936,14.9564,32.0455,30.5823,33.1746,30.7022,25.3424,31.775,26.2212,31.1746,32.2203,36.0785,999.307,973.817,953.633,938.824,1118.72,1135.05,1111.2,1019.22,1017.32,1044.15,985.467,1064.43,1026.56
"ENP2",3.89953,5.26935,3.91748,2.8796,1.73451,3.57232,3.79773,3.40988,4.19357,5.38706,4.04889,1.50473,4.2799,12.1973,10.9914,16.0215,10.982,12.077,11.0328,5.0733,7.78906,10.504,37.9249,40.7052,35.4175,36.9626,30.9061,35.2771,31.7663,33.5294,42.7147,35.0297,65.5819,68.6154,62.7817
"ECL1",52.7053,41.3001,47.1097,43.9627,50.871,33.9132,39.5169,46.9805,35.0303,41.3411,40.2806,33.8776,54.5214,53.2357,67.158,64.4628,61.1392,59.8809,56.6142,53.2146,66.8305,74.805,163.045,138.618,133.034,147.713,146.277,129.183,148.602,150.45,137.408,159.672,106.997,103.177,91.0134
"NAT2",48.1389,46.4784,61.7461,46.049,42.1482,55.7929,56.2664,49.8405,59.9087,83.0485,56.8218,57.0586,43.9818,51.184,60.1605,21.9146,54.9479,55.01,51.7017,55.5036,54.909,65.2817,111.251,116.137,104.223,112.06,140.101,121.582,103.716,129.367,122.634,148.136,111.386,115.299,134.585
"RPL24B",1536.99,1566.14,1547.96,1549.18,1536.48,1566.59,1555.27,1415.5,1514.48,1541.23,1497.33,1575.51,1526.88,1601.53,1637.52,1567.65,1600.67,1557.69,1682.76,1857.51,1875.15,1978.19,337.525,351.412,322.465,364.948,327.158,299.097,399.816,388.897,381.55,359.499,490.525,488.814,469.366
"CCM1",9.7411,13.4418,10.8641,13.9624,11.8841,14.0826,10.0549,9.89995,11.1272,11.2623,11.0435,6.03709,10.4936,11.389,11.972,7.34331,13.647,11.163,9.38764,12.993,10.0628,12.0553,27.5519,29.6727,32.5355,31.9593,21.7923,26.6153,29.5255,26.3103,25.9537,26.9357,32.9643,29.3425,29.9824
"RSR1",103.921,104.167,103.768,96.7432,95.4173,113.96,104.993,117.316,114.048,110.754,108.344,118.394,92.1542,72.3008,76.6467,78.9158,67.8026,68.0487,80.5494,83.8387,84.6029,78.3891,33.1609,21.6851,30.3314,32.3348,22.8473,25.9786,14.6776,43.015,36.0478,31.3848,43.0391,44.7588,52.2717
"TOS10",42.8294,40.8645,32.7734,34.1868,35.7966,40.5687,41.7888,49.9918,44.0987,57.3553,54.0905,39.0017,37.6973,26.8219,43.5984,30.5951,35.5973,39.0697,32.5107,37.7648,32.6137,37.0633,4.4139,9.69935,10.8753,10.3868,11.071,8.2563,7.44937,8.75033,13.6054,17.0976,8.41344,12.3163,6.63738
"GTO1",177.97,176.161,179.087,182.904,165.549,159.122,174.173,184.133,176.488,164.769,172.488,187.47,184.516,113.357,110.778,125.099,119.256,89.2473,111.5,107.422,117.602,109.783,59.07,63.5315,57.2218,61.4688,54.9628,63.5915,58.6707,63.8325,56.4122,41.9338,109.083,105.005,120.571
"CYS4",1614.03,1551.25,1569.41,1582.78,1621.83,1586.32,1587.8,1471.18,1480.56,1503.86,1498.83,1552.27,1580.95,1148.6,1160.13,1129.87,1130.06,1143.22,1115.88,798.447,803.276,796.876,253.866,254.599,247.707,258.816,258.284,258.518,244.597,254.566,249.999,258.176,282.333,283.172,290.266
"PTI1",35.7168,31.0551,39.1362,34.684,42.4879,33.6265,39.0442,33.804,28.6628,35.1591,36.6254,21.5846,32.0151,29.9142,26.1007,42.8599,34.5236,24.8659,26.5485,28.5236,28.1102,28.456,18.8159,22.674,17.4557,18.7781,16.0956,12.9523,8.66468,17.9132,12.2258,8.90443,12.0825,14.6196,11.4679
"CHO2",147.844,143.337,148.77,144.637,150.787,143.557,147.037,115.726,105.176,113.87,121.751,121.187,153.065,91.7576,99.8177,97.603,95.6393,102.677,94.5732,76.9261,80.272,77.5347,63.1905,62.2383,64.0993,64.8128,57.1609,57.047,58.9214,58.0074,49.5928,50.1993,55.8583,54.706,51.4895
"MTR3",30.1696,37.0662,41.8496,34.8887,29.077,33.7826,35.6451,39.6723,33.1455,26.0174,35.5624,15.9381,31.8074,49.0551,64.0662,98.2727,59.3478,65.3304,65.4888,55.946,59.9067,62.3944,55.5973,43.4087,41.2411,46.6297,55.3496,45.0489,47.8899,55.5431,47.73,56.5116,48.6662,44.0918,44.4444
"NSR1",29.3781,36.8204,30.5201,27.8316,42.543,31.7587,38.5635,31.2478,27.8525,33.5667,38.3972,40.8697,35.029,152.509,142.87,117.375,171.863,147.496,153.283,97.3347,92.2131,102.18,631.727,506.575,542.07,558.806,676.983,674.413,674.598,541.666,497.972,523.941,707.621,699.984,701.284
"RTS3",96.9265,104.417,93.4351,95.6113,102.35,110.523,116.26,109.386,106.584,113.767,101.099,113.987,99.7501,95.2332,104.362,75.0966,102.136,106.509,81.9836,154.92,142.422,147.478,271.974,251.575,253.587,261.212,276.278,261.598,268.734,271.603,249.39,243.85,310.201,312.734,330.184
"TIF4631",35.3181,31.9044,30.8002,31.0783,28.8544,34.0431,32.5132,32.2475,37.9701,29.7079,38.83,43.4812,31.3678,51.7352,51.0082,68.7038,49.4302,49.3814,48.3804,42.5582,44.3191,44.197,52.4348,58.8311,52.5019,60.0672,43.3864,49.0577,46.1364,49.5099,44.9315,54.5731,83.8317,82.0874,90.7293
"GTR2",48.2374,47.5115,54.2707,61.721,61.4001,52.341,44.5506,47.3419,51.5936,49.1362,43.416,70.6516,61.8033,58.7144,44.8962,65.0818,48.0115,57.7769,44.778,57.6062,56.556,54.6116,58.5141,58.1922,48.8002,56.5753,39.8942,46.1284,56.4356,44.329,52.1077,44.093,63.9344,63.6799,73.2947
"MRPS35",57.3675,49.0814,42.4301,56.3747,62.1403,50.5396,50.0955,47.7816,48.5993,51.8256,45.7865,45.257,45.3215,57.9797,57.7889,78.2364,56.1839,54.1368,48.7953,60.1918,54.5487,48.1948,98.0949,89.0306,82.7428,78.872,112.633,106.248,96.3682,102.574,106.254,93.0404,157.442,153.618,135.426
"KRE11",18.0273,16.0889,12.5241,17.8048,16.3439,11.5851,13.4909,13.0883,13.631,11.8853,12.8442,13.6893,13.989,15.0255,22.943,17.9224,18.5812,20.0228,16.3839,14.8018,16.7442,12.8614,19.3208,19.3619,15.7277,15.4538,17.3803,18.0387,16.9944,21.0512,11.2557,19.0769,13.487,16.4173,10.4041
"CLC1",287.845,272.718,301.992,264.213,249.312,271.507,271.817,285.102,296.023,277.761,290.764,346.022,268.646,291.498,330.995,290.61,308.323,283.338,284.409,347.797,330.352,364.704,333.496,313.764,324.582,335.358,281.734,260.65,310.121,313.224,289.075,280.24,478.657,489.77,427.115
"PUS6",13.0682,14.8583,8.70129,9.78188,9.80197,12.0505,8.89536,10.5313,16.3104,14.0142,16.9931,20.0719,10.2914,14.7112,13.075,0,16.8304,12.7916,14.8445,11.8434,18.1657,16.9962,16.9671,18.6712,21.0813,21.1211,18.3995,23.6997,19.461,16.6728,26.0476,20.6108,25.0214,23.6141,20.0748
"YGR169C-C",168.548,145.931,147.639,208.154,158.241,172.731,148.175,160.808,113.395,114.649,141.009,179.235,160.714,106.495,110.02,101.95,119.534,63.6607,110.481,80.6519,157.467,112.121,155.368,122.219,144.076,100.379,98.8019,168.634,138.157,109.062,124.706,91.4282,374.404,321.664,478.637
"PSD2",19.1282,18.5049,18.7525,19.4345,19.3978,21.0993,17.4838,18.012,18.2747,18.5945,18.6409,10.7738,18.5004,18.7158,21.4773,30.7509,20.8882,20.9784,21.0944,21.0259,21.7297,22.742,28.8254,25.7857,24.592,23.0237,26.4456,21.3921,22.2303,23.521,21.478,19.2666,31.7725,32.7646,30.2921
"MSM1",12.8669,13.4463,11.9118,10.9679,11.7577,13.6057,11.8069,11.6753,12.005,10.7084,12.2583,7.59038,11.4409,10.9946,13.361,10.051,14.4268,11.075,11.6052,14.8023,10.2753,12.9841,23.1975,23.7673,29.7721,26.725,21.33,28.146,26.6925,25.3655,23.2354,26.1151,27.7257,23.3964,28.2477
"YIP1",48.2485,52.5226,62.2437,50.1083,54.5852,51.4532,48.5847,48.2584,38.1418,46.7734,46.9832,21.4888,45.7897,59.7831,74.3774,70.1284,58.4396,59.9442,67.7525,85.1366,80.0165,82.4797,48.8921,39.5496,41.624,32.5713,37.8852,53.8026,42.6455,42.9618,49.7021,59.3552,21.3062,26.8712,32.4946
"RBG2",16.3791,15.7432,18.0864,17.2408,14.9218,12.9667,15.8606,19.7893,22.7672,19.5481,19.0473,25.7051,20.5438,24.2102,29.363,25.6214,30.7681,22.518,26.8336,22.9905,30.6956,26.7343,30.1509,28.6197,23.0704,28.2723,29.7155,35.2777,31.1052,31.8583,34.0245,30.8054,37.6496,50.3546,43.5251
"CBP4",163.028,146.292,159.324,145.614,136.128,158.933,153.683,162.325,180.989,161.199,161.972,152.409,139.519,160.137,142.908,70.3859,131.736,147.78,123.088,139.933,141.959,108.168,230.011,254.201,235.511,272.686,270.124,245.863,266.548,311.026,274.887,285.34,456.718,501.268,437.666
"ERG1",599.895,588.596,598.794,570.082,605.989,605.164,588.902,562.875,551.224,558.831,592.445,562.254,608.623,534.903,516.588,530.787,514.247,504.053,515.802,348.214,357.714,371.613,955.385,965.384,928.092,924.24,926.709,912.004,911.599,885.125,901.392,881.556,442.812,422.852,432.621
"ATF2",15.5265,15.4967,14.2109,12.8904,16.8438,16.3127,14.1823,13.5698,16.7952,12.5246,14.2007,6.18187,12.7571,16.463,15.6183,6.14822,15.4892,12.3094,12.7857,11.1287,11.0398,10.2064,10.6308,7.81846,9.41324,8.18609,7.13098,8.60888,6.23573,3.73173,5.59324,4.35383,4.31552,2.88301,3.4553
"OKP1",21.1276,18.0288,20.3061,22.8455,21.9852,19.4648,20.3886,20.6293,19.8842,19.8125,20.2702,5.70076,18.1849,15.6517,15.9801,25.161,18.3307,13.0269,17.9645,21.8298,19.1654,23.1685,15.9393,13.5297,18.7002,13.781,13.9613,13.1294,19.0276,15.713,18.2569,16.9259,25.1673,31.6893,27.7569
"RNR4",356.709,370.992,359.175,361.813,369.059,356.796,347.481,326.194,315.895,328.355,334.391,309.836,363.948,452.509,408.776,384.857,414.057,414.072,413.196,387.571,385.918,388.191,327.982,334.421,332.514,341.701,409.983,373.396,394.808,394.252,379.802,416.355,466.365,439.696,451.929
"TIM13",110.906,148.326,133.802,163.916,110.882,138.643,158.381,140.426,123.437,110.928,137.445,50.4239,112.539,140.022,147.963,209.317,184.146,165.764,176.847,162.781,171.414,146.563,235.681,162.567,209.105,139.912,234.554,152.698,178.436,141.747,207.375,214.228,208.335,203.534,200.668
"QCR9",1370.9,1696.73,1872.92,1566.25,1662.49,1210.14,1200.02,1180.25,1179.18,1120.59,1381.84,1188.23,1308.08,1577.14,1804.46,4033.13,1759.09,1893.03,1341.85,1574.94,1309.42,1569.25,2399.31,2360.85,2503.02,2606.72,2784.36,3016.92,2779.39,3041.05,2564.54,2846.82,1475.64,871.256,1551.63
"TYS1",127.983,137.939,121.777,126.008,132.425,119.369,124.384,107.607,114.527,111.402,100.648,106.407,122.64,149.438,155.264,251.127,140.039,151.584,140.833,166.895,155.478,158.219,33.6716,48.3852,40.5968,42.3983,34.1007,28.691,34.997,47.4094,46.2988,49.2478,43.6321,41.3294,47.371
"TFG1",54.8747,56.2425,55.3119,64.4817,54.0979,63.7588,56.2937,62.2148,69.8326,75.2133,71.6721,74.9545,52.4251,65.3878,58.7549,50.6425,57.823,59.9523,57.809,60.6165,57.2248,54.9756,81.0552,81.6317,77.3694,73.9581,71.598,59.8342,69.9816,68.2945,70.3669,61.822,125.645,125.993,123.479
"HGH1",24.2507,17.285,17.5458,18.8601,16.7304,14.2927,16.7638,16.604,13.0073,16.3732,13.0588,14.7788,17.9479,26.5567,24.6608,9.42001,22.995,30.2126,24.3197,29.9717,23.0984,27.9737,36.6014,33.0044,34.79,24.6684,42.3511,37.6581,38.5981,35.2795,39.9518,44.6614,40.9956,46.4076,43.9332
"BUB1",2.69861,2.41371,1.51412,4.39474,4.02651,3.06527,2.91026,2.93636,2.59247,2.40533,2.06094,2.01642,2.91148,2.04033,1.82281,5.11856,2.27893,1.94767,2.04621,3.29749,3.15039,2.14805,3.41768,3.65052,4.85046,2.92922,5.11875,4.46614,3.96216,3.62681,4.84046,5.06027,6.43215,5.9631,6.31646
"CRH1",189.555,188.033,203.307,180.271,193.366,207.603,176.199,178.154,207.91,194.763,180.327,206.257,191.581,201.561,188.985,161.501,182.21,205.114,199.11,246.6,253.083,249.662,43.1549,45.793,44.9808,42.9467,40.3331,44.2994,38.1164,37.2503,36.8424,42.1655,23.0009,21.012,24.1855
"HIP1",51.9302,49.6633,46.5857,50.8356,60.3166,53.8612,52.498,50.4574,42.4117,43.7043,45.6821,37.7584,49.0906,81.8395,77.8156,53.031,86.3739,80.5107,81.2313,102.395,99.549,102.817,169.405,179.869,164.493,189.576,167.17,162.998,173.762,172.04,159.219,149.456,161.809,168.792,155.619
"TDH3",19057,18971.3,19327.5,18832.2,19239.5,19162.4,19173.4,20557.5,20646.3,20698.7,20366.6,20603,19179.3,17688.8,17402.1,16335.4,17940,17678.1,17500.3,21592.3,21633.9,21308.8,7429.14,6951.35,6962.43,6999.66,7334.87,7375.55,7198.12,6693.54,6737.22,6813.9,7780.44,7743.66,7714.12
"PDX1",89.6567,86.3338,74.4166,90.6681,85.0007,80.0757,83.9753,84.2843,77.9955,78.6231,78.3054,104.226,85.8062,91.247,82.3679,68.6327,82.6484,82.748,90.1256,92.7149,104.477,95.1702,70.7066,82.3339,83.2311,63.103,60.8831,68.8222,60.3974,62.3497,66.0533,63.0731,77.5715,84.5689,69.6405
"XKS1",38.4563,45.1175,44.5158,35.8919,43.985,42.061,39.6801,45.6688,43.4273,44.5405,43.7994,34.3555,39.0379,47.965,52.65,45.096,50.7411,54.3586,44.8523,60.1648,63.0454,58.7619,66.9868,68.295,69.6157,66.8308,53.6842,55.1127,56.5356,64.4171,58.3506,58.9978,84.9607,79.3485,75.2521
"SKI6",30.1377,36.9585,40.131,38.0315,35.6364,44.402,37.3167,35.2823,28.6397,35.4791,30.5052,38.0314,39.9514,42.711,41.0587,27.5974,35.5367,43.973,46.9051,37.4484,36.7532,38.7654,31.3477,29.6015,30.7067,23.7453,25.872,44.0997,38.2644,36.8172,49.8342,45.9664,51.7413,55.8144,51.4081
"FYV8",17.3642,19.5182,16.4259,17.1744,13.654,18.3996,20.0496,20.2152,19.2543,23.803,19.3341,15.3999,16.8583,19.2373,18.713,12.9665,18.566,20.114,16.1382,19.5165,18.6202,23.375,28.4884,32.1179,31.0048,27.1902,23.9387,26.1006,21.9606,24.6697,28.6257,24.9743,39.809,39.328,43.2821
"SNG1",17.8042,20.6615,16.2013,18.4855,20.0328,21.9423,16.5087,18.8666,20.2501,19.1861,16.439,26.115,19.2014,22.0904,20.144,22.4819,21.7652,22.3207,20.2479,25.0447,23.6027,22.988,13.9216,15.8351,16.0796,17.6394,15.1822,14.4635,14.4588,15.3996,14.3532,12.7663,11.7305,14.3435,19.3329
"YPP1",52.031,51.434,51.4508,49.1422,59.5387,49.7775,44.7707,43.061,35.4829,40.0893,39.2205,44.9164,48.8268,58.3702,50.578,74.013,55.3067,56.4163,58.5438,52.3077,52.0099,55.8338,36.2165,36.3671,39.3204,34.3076,30.074,32.7584,35.0044,32.4267,32.0212,38.5586,29.6265,27.3303,25.7724
"PMT6",31.3047,32.1797,29.451,25.9246,36.5336,29.0037,32.4836,28.8226,25.2001,30.7877,27.4004,25.0428,27.803,36.7399,36.2844,51.0484,35.2289,31.47,34.7732,35.1735,34.7842,34.3947,36.1243,35.7583,38.3526,28.8014,38.471,40.8718,34.3319,29.2103,30.0383,24.8302,29.1267,31.1853,30.6338
"PCT1",122.37,117.976,118.727,120.804,121.734,126.833,118.53,130.338,131.525,132.513,132.924,183.987,127.577,113.366,114.236,132.14,114.988,119.937,108.108,124.417,117.747,106.676,110.019,107.292,105.483,104.693,82.8482,90.4356,77.5229,86.3522,93.9685,98.5748,121.94,128.425,112.645
"YCH1",18.6605,27.5328,17.5562,27.5981,16.9679,28.7338,30.4551,38.2987,27.5939,25.2446,31.63,48.5961,28.0109,30.9531,21.6712,0,36.7166,26.3282,24.924,31.1867,30.0549,25.9053,24.8466,30.7309,37.6079,31.4152,28.8608,50.878,23.5752,30.7964,44.3646,36.4401,55.2311,33.7838,50.401
