"","GSM3714420_Galaxy259","GSM3714420_Galaxy264","GSM3714420_Galaxy269","GSM3714420_Galaxy274","GSM3714420_Galaxy279","GSM3714420_Galaxy284","GSM3714420_Galaxy294","GSM3714420_Galaxy374","GSM3714420_Galaxy379","GSM3714420_Galaxy384","GSM3714420_Galaxy389","GSM3714420_Galaxy394","GSM3714420_Galaxy400","GSM3714421_Galaxy415","GSM3714421_Galaxy420","GSM3714421_Galaxy430","GSM3714421_Galaxy531","GSM3714421_Galaxy536","GSM3714421_Galaxy541","GSM3714422_Galaxy451","GSM3714422_Galaxy456","GSM3714422_Galaxy461","GSM3714423_Galaxy466","GSM3714423_Galaxy471","GSM3714423_Galaxy476","GSM3714423_Galaxy481","GSM3714424_Galaxy486","GSM3714424_Galaxy491","GSM3714424_Galaxy496","GSM3714424_Galaxy501","GSM3714424_Galaxy506","GSM3714424_Galaxy511","GSM3714425_Galaxy516","GSM3714425_Galaxy521","GSM3714425_Galaxy526"
"THR4",161.42,170.156,166.745,164.808,171.452,163.018,160.336,157.262,163.866,151.316,164.064,153.215,157.39,198.231,212.759,217.365,203.335,210.696,196.518,262.926,264.906,235.297,92.6214,100.378,98.9271,97.0262,84.5098,105.109,84.1055,87.0227,97.9549,95.0873,117.36,116.815,106.003
"CTR86",6.22451,6.75811,6.94298,5.74678,5.38112,4.41401,9.43693,6.0847,6.87823,5.90647,6.27839,1.94373,6.14438,9.74366,10.5517,11.9505,8.00246,6.78505,8.52191,9.35691,6.74213,6.81602,25.222,24.2949,21.8485,22.5984,27.4433,29.831,25.8562,29.6434,26.3529,24.0916,26.0347,25.4167,19.4743
"PWP2",3.62488,4.65396,5.85036,5.37316,4.81747,5.46826,3.90073,6.1838,5.2991,5.48537,5.20021,2.24792,5.68405,14.3243,13.6206,12.4709,11.7309,14.1055,14.355,10.5655,11.2222,9.37819,22.5523,22.6555,23.4833,25.6841,26.1789,22.2952,23.6131,22.8892,21.2128,25.812,20.8653,21.105,21.6734
"YIH1",46.8435,51.1815,51.4785,52.4066,48.4811,48.6319,47.2326,61.1028,62.9185,60.8888,63.7019,50.8734,51.2438,69.2512,50.9003,57.9048,59.9404,63.8964,61.6344,58.6915,70.6837,63.4641,67.6348,55.0689,58.4522,53.3975,77.1691,63.9549,65.088,73.0073,67.2512,48.361,65.6061,63.1272,76.6189
"TAH1",126.273,122.351,123.889,111.27,98.5973,100.383,141.92,125.121,112.631,94.4858,127.3,44.0994,115.669,96.8429,78.9149,52.6737,106.21,78.9041,100.364,101.088,92.7471,107.636,70.8272,57.0855,41.8043,45.2626,91.9419,77.6294,99.1892,57.1935,53.4322,55.5296,71.5592,95.507,105.189
"YCR062W",19.3277,21.1953,19.1452,18.3499,16.3608,20.7969,19.2725,20.0972,19.9637,18.7221,21.7006,29.0423,18.4754,30.9401,27.7951,29.3694,30.5772,25.7515,29.0512,24.1229,26.8561,26.3138,48.4046,50.8093,49.8385,49.6032,35.0238,42.5494,39.2554,37.5524,36.9354,39.3031,21.6625,26.9829,29.6123
"BUD31",3.71485,3.90901,1.30196,2.67279,6.72162,2.49461,1.26428,0,1.67954,0,3.55204,0,1.2674,1.42691,1.21412,0,3.90542,1.61767,4.66878,11.0075,4.56403,6.28846,14.517,14.401,18.7765,5.07684,22.002,17.2676,8.02841,11.499,9.61441,4.30666,11.0481,12.3461,14.3985
"HCM1",11.0875,8.70484,12.3123,9.90244,10.6228,9.3993,10.15,10.0508,9.3604,11.368,11.4871,17.4582,11.3927,11.7013,16.0745,5.16412,13.1994,14.7691,12.6541,15.3362,13.7253,10.9053,20.7732,19.011,17.9493,21.2076,12.0395,15.8845,16.886,8.87268,13.1347,14.2594,15.7355,16.7717,14.4456
"RAD18",5.02865,7.97902,5.63943,6.17731,8.05289,8.85002,4.08142,6.44984,3.45024,4.98819,5.93855,4.59497,9.81191,6.98507,8.53101,13.7146,6.13339,8.5217,6.46043,4.37354,8.67574,7.30599,12.3959,12.2835,10.8288,11.2526,12.2386,11.7781,12.2521,8.15665,9.81467,9.49747,12.7988,12.81,7.67756
"SED4",31.6013,30.4554,32.8593,34.1154,33.673,29.5026,33.6722,26.4792,26.9189,28.7079,29.4135,31.7685,30.0456,32.4179,31.4557,29.7391,27.6728,33.0609,32.9199,30.1447,30.687,34.2603,24.2383,24.1692,24.3409,26.3739,18.1671,22.8573,22.0665,18.7678,21.312,21.0757,17.6695,17.5412,17.3042
"ATG15",20.6791,18.3871,17.1968,17.5832,20.3181,17.8536,18.7562,24.3665,20.0958,25.6534,27.9729,27.6799,19.0943,22.3066,23.5684,27.9568,23.3364,22.7771,22.3767,23.7009,23.9824,22.2863,74.5492,75.8487,78.5368,87.6974,70.4995,69.4046,68.8491,62.7039,71.306,62.004,71.4818,73.4676,81.06
"CPR4",162.611,156.018,167.795,146.564,153.897,169.717,163.768,176.066,188.639,173.676,183.124,216.128,169.218,185.03,173.188,233.635,168.882,165.343,164.802,171.373,196.377,190.297,313.597,315.74,306.588,328.856,273.501,293.343,289.18,271.806,274.626,296.099,276.463,300.442,312.436
"IMG2",54.2793,44.6221,32.6591,44.2796,39.6425,55.6804,58.9994,63.6628,52.5625,50.4231,54.0699,49.8349,52.4261,42.5678,41.8547,91.9117,41.0865,43.4226,41.8932,55.2258,55.0579,49.0941,126.864,139.393,156.159,124.845,123.085,129.501,137.52,140.536,166.273,147.868,104.298,127.755,134.778
"RSA4",6.21568,3.70854,3.45818,3.24194,3.95414,4.63799,3.13644,3.25439,3.69486,3.03822,3.01423,2.15312,4.48671,5.94037,8.12334,11.4223,5.97068,7.16783,7.84092,4.35705,7.36209,6.35701,23.5824,19.7106,19.5246,23.3049,24.9007,18.929,32.0677,23.6425,15.5285,27.8328,24.1092,29.0519,31.4731
"SSK22",5.53775,6.04598,5.59151,5.52424,5.61612,5.73893,6.24049,5.90979,5.86963,5.77613,5.56683,4.56643,4.13934,5.66353,6.88921,4.2869,6.92895,6.25982,7.6984,6.71553,7.07243,6.69851,10.9012,11.4228,12.3698,12.3093,11.2153,9.49407,10.3921,9.77547,10.5383,9.82498,12.0396,11.1033,10.7599
"SOL2",66.012,61.1936,72.1206,60.5338,67.7145,77.071,59.708,91.6456,88.9707,87.9022,83.4155,82.0381,77.2286,78.3018,72.9199,74.838,89.8315,74.1645,80.0061,72.0523,74.5526,74.3192,105.485,111.395,124.453,111.249,125.923,114.415,105.376,120.733,122.138,123.536,120.193,106.768,102.624
"ERS1",41.033,34.7606,46.4337,37.6635,51.4304,43.446,31.9786,45.2082,46.556,49.2932,44.0128,35.2377,43.3484,48.7519,52.2184,38.9059,38.0126,36.5275,41.3685,47.5093,53.3326,48.1462,25.2759,21.5092,22.616,24.6195,31.9444,31.1188,21.0672,26.1934,29.6385,27.1622,21.9971,24.3617,21.4947
"PAT1",27.0731,23.1275,27.2854,27.1647,25.6692,25.9977,22.8479,29.7753,30.9908,29.075,25.0089,19.8063,27.5535,42.5028,39.9882,69.7251,40.0724,40.1335,39.7595,36.87,39.4391,40.021,43.7381,47.3401,43.9135,44.9673,40.4111,36.6462,43.0366,35.9628,39.7831,37.9055,32.0466,27.8175,29.9783
"PTC6",26.4779,24.3923,31.6755,27.8391,26.2468,25.6987,27.6279,29.1996,27.0756,30.1964,34.1187,20.5998,26.6468,29.758,32.4515,36.676,34.3816,30.2113,31.1891,38.771,34.8559,38.4559,62.0151,66.7443,74.728,69.6151,59.483,61.4159,60.8715,62.6772,73.1275,68.5561,63.5297,59.3599,60.8002
"SRB8",2.32499,3.2035,2.06217,2.88053,2.16553,3.07358,2.93957,2.66744,1.96804,2.22189,2.50841,2.12008,1.71203,3.76143,2.43001,6.84531,4.05964,3.39981,3.86822,3.53055,4.13465,3.65102,8.00239,8.34544,8.28871,6.56091,6.59747,6.05549,7.22097,6.45143,8.14109,6.12048,3.84337,4.63932,5.5662
"AHC2",121.767,134.373,121.691,136.05,155.727,151.356,137.318,129.9,134.542,128.96,127.894,112.827,130.115,89.1017,74.3729,78.4328,85.9242,95.4818,93.6779,74.3234,60.1854,71.1122,100.842,133.993,140.77,113.419,142.952,146.821,107.392,144.64,156.119,175.177,164.125,119.624,100.128
"TRX3",139.498,119.673,107.013,121.442,116.429,103.646,121.095,133.825,99.4634,111.335,124.66,114.674,108.38,140.751,141.799,225.534,115.164,143.339,120.918,84.5422,113.519,114.977,884.369,890.688,839.23,829.981,1036.01,1113.33,1099.88,1147.48,1253.74,1147.24,1038.16,1079.89,1028.92
"TUP1",82.3298,87.8141,83.2045,84.2408,88.6909,81.3656,89.764,97.6419,89.9592,87.9759,92.5761,81.9888,92.6472,94.2493,107.8,126.226,102.028,96.2342,97.9859,112.123,118.262,117.35,56.2017,49.1074,53.9396,51.2397,38.6384,46.1991,44.7296,41.5021,40.9188,43.6352,44.3905,50.2998,51.3844
"CSM1",24.0729,17.1976,14.4062,13.3772,18.1192,10.3217,13.9933,26.7335,18.0078,15.6121,10.3252,31.8127,12.505,10.264,17.6968,35.3204,16.9723,22.9462,12.5359,21.0461,19.4991,18.4864,13.0546,17.6769,14.9922,10.9284,19.0907,14.7968,20.8431,15.1611,18.6668,13.622,19.6108,19.6733,25.6833
"ABP1",130.427,125.693,128.774,125.721,122.305,136.572,129.693,134.351,146.453,153.201,148.236,152.377,120.973,123.93,113.248,138.116,111.99,105.073,105.559,112.931,112.51,108.403,75.1489,74.1446,70.7417,75.3964,47.439,51.848,49.2066,46.3586,47.5147,51.1465,71.2067,67.236,61.8194
"FIG2",3.45304,3.7986,4.19231,2.9773,5.17933,4.40188,3.41371,4.1018,3.33921,3.10956,3.48742,5.61201,4.85786,4.60207,4.7763,1.84558,3.73312,4.39026,4.82741,5.60955,3.82044,3.43274,6.1509,5.85553,5.73411,6.18236,2.84484,4.50776,5.10025,5.68497,4.47097,4.89684,4.17154,3.49029,2.03075
"KIN82",11.6125,9.06728,9.77315,8.45502,13.0073,9.10856,11.7598,10.5024,12.329,9.91865,9.36421,8.848,12.5285,16.4625,15.0322,7.94936,11.7798,13.0564,13.9672,18.1028,15.2868,19.2614,41.5261,43.1585,48.6532,44.0023,36.4723,40.66,29.6433,33.4408,34.149,35.2182,51.5415,49.3862,51.0711
"CDC39",16.6876,14.445,13.9734,14.2034,14.1798,14.2585,15.4408,11.9249,13.3048,12.3961,12.5514,14.5892,15.0137,17.8932,16.3115,25.3632,18.6575,19.3869,19.1853,18.8936,17.6529,18.5414,19.1553,18.3328,19.5472,16.9964,15.571,13.2963,16.3915,13.5215,12.2011,11.8889,13.9739,13.6678,13.5617
"CDC50",21.0509,20.2285,22.1646,20.2898,17.1794,22.9853,19.527,18.0484,16.0109,18.1466,20.8965,26.85,16.7817,19.0722,22.0221,9.23883,20.2935,21.1882,24.7386,24.6865,26.2294,22.938,39.0059,34.1645,35.2342,31.5706,32.0487,27.6665,31.0892,24.4871,28.8581,36.4,30.4883,37.0402,39.438
"OCA4",33.1984,32.5793,29.4074,30.9638,38.0504,30.5006,27.7004,24.0936,20.7712,30.2813,22.6198,39.3484,34.3572,27.0673,28.1243,0,23.9269,29.9378,25.0715,26.0431,23.8438,24.3095,49.6584,40.3977,46.8033,48.721,39.434,35.8854,42.9285,49.0977,49.6884,37.0967,58.4553,55.7876,53.5583
"HMRA2",0,0,0,0,0,0,0,49.5977,52.7872,46.8259,62.5759,56.4763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMRA1",0,2.08083,0,0,0,0,2.04727,122.154,76.1479,182.275,127.198,83.2709,0,0,0,0,0,2.02328,0,0,0,0,0,0,0,0,4.09753,0,0,3.15882,3.17066,4.61744,0,0,0
"HEM3",12.4935,14.0995,15.9179,14.7997,20.2885,20.5085,20.8507,46.2989,41.0056,44.7309,48.7949,65.1802,14.3838,26.7644,23.4761,18.1463,27.5704,18.6219,25.3401,21.6872,18.6555,20.0057,15.9608,16.2774,14.2031,21.848,10.53,13.3604,16.9062,14.9751,10.3458,24.3216,27.4055,22.5417,29.3139
"RTN2",427.815,396.279,388.606,414.33,421.601,415.561,447.348,420.871,439.162,419.938,439.942,450.664,441.24,731.776,724.98,614.121,749.026,743.731,727.467,666.947,684.813,668.255,783.656,776.243,788.741,805.147,694.607,679.83,680.251,634.336,699.312,676.911,1149.66,1127.61,1113.24
"MRPL11",41.5618,40.5463,32.5187,28.6756,36.7717,43.3223,31.3188,32.3778,39.0777,28.4885,34.6077,32.0538,32.5065,51.9932,38.8894,118.831,29.0332,42.2456,35.134,34.7318,48.0833,37.8265,83.52,70.6574,81.4725,76.5341,76.8876,77.6555,57.6502,63.6243,87.8818,83.8888,90.9333,88.7493,99.5925
"TRM8",13.3572,10.514,16.2565,11.454,13.0597,16.0428,13.3983,16.7674,17.1395,13.0063,13.8592,13.289,15.7956,26.429,31.1369,23.0537,23.5141,36.7058,22.9438,26.1486,28.014,30.5959,50.894,53.6288,56.0083,50.8079,52.1466,50.3399,44.5082,37.8115,51.1269,63.1525,70.4681,69.5057,86.2553
"MGT1",20.0219,17.2357,21.0955,16.1455,24.6074,21.2306,14.0346,17.539,21.8007,15.8762,15.7497,24.2606,14.942,14.1742,17.0858,45.3812,18.0254,13.295,20.8764,13.5374,17.9619,21.1368,56.6153,59.1292,60.8767,34.3234,38.333,62.5241,72.3593,74.6492,55.2422,73.7783,72.0264,71.2289,57.6275
"GGC1",458.691,448.154,460.498,437.187,427.987,461.561,403.985,381.957,398.794,428.844,366.661,432.713,419.54,464.96,444.329,474.499,466.869,460.658,472.465,599.952,620.979,624.705,70.1453,61.4998,67.8997,54.2431,75.0365,63.3686,69.9607,65.1229,67.3879,74.9738,57.4194,63.2078,65.3041
"ASF2",24.3819,22.766,22.0474,26.7153,25.7171,25.7093,26.2039,27.2815,33.6517,22.8571,27.4386,25.2703,23.733,26.5126,26.0375,19.4441,29.6822,24.7547,28.2142,29.8048,31.2056,35.2134,45.2878,42.2378,49.8882,45.0752,31.1182,37.3894,36.2969,36.6675,33.9182,32.0095,38.3115,40.6388,41.1021
"SEC31",47.668,53.5243,52.3033,54.8685,52.6206,51.8026,53.9824,49.2608,52.4272,48.5717,51.9613,43.8413,56.4246,62.3026,63.8152,63.6844,65.5665,65.3581,61.6855,72.1453,67.1187,76.7582,61.1177,66.2226,66.833,67.2157,48.9024,47.9417,54.3357,49.5813,50.8279,48.3139,64.3506,64.4223,58.3183
"SNF3",8.11843,8.45155,8.54854,8.01484,6.06269,6.65199,8.05653,4.44715,6.56273,6.64242,6.33654,10.6,7.41045,8.67737,10.3788,20.796,11.9466,11.0454,8.50901,9.71678,10.1705,9.292,30.83,27.896,28.2681,31.8242,37.8775,25.8583,32.1006,24.8784,24.2426,22.3761,29.3552,31.8815,35.6704
"NUS1",38.5981,40.7866,29.4654,35.209,37.2011,37.5294,38.9348,32.5641,41.118,28.9898,34.5128,31.3954,35.396,34.7566,41.1818,47.6545,36.0606,42.8779,38.8119,26.5889,32.2068,25.8576,27.8963,31.0916,33.7446,33.7292,21.288,33.4289,28.1527,35.2249,29.7028,29.6695,43.9795,49.3111,39.2329
"ARF1",1214.04,1211.39,1196.97,1184.07,1199.28,1208.97,1214.85,1235.9,1204.96,1160.58,1236.87,1134.16,1181.87,1184.1,1164.41,1252.22,1216.45,1231.16,1181.73,1157.46,1168.1,1229.5,326.56,283.904,290.404,326.996,364.292,335.507,367.511,354.359,353.902,341.084,347.499,321.046,314.009
"RPL35A",269.796,248.437,287.501,1686.87,236.52,234.587,242.327,2665.24,2714.72,2599.59,2804.85,2375.13,290.188,104.513,1605.84,2581.41,155.502,126.909,1681,92.9913,98.4701,85.6752,302.673,22.8939,358.946,310.663,209.535,241.562,329.889,440.95,30.3758,39.4352,88.2567,719.565,684.047
"UFD2",35.8624,29.9994,33.0801,32.6376,30.861,34.5942,29.2821,25.073,29.4005,30.6914,26.9759,25.8254,28.0166,34.7695,32.626,18.9833,35.2215,37.7482,35.2664,32.5288,33.255,34.5551,39.2275,39.2368,40.0182,43.239,32.0889,28.621,36.4978,30.0386,30.8302,30.1201,38.914,39.4296,32.5107
"RBS1",49.231,47.6877,51.3032,53.8707,49.4464,51.7407,45.822,53.729,47.2706,46.7631,55.9924,42.0804,47.6551,52.1625,49.5247,54.3904,43.3857,47.0895,38.0652,47.1398,44.5077,45.0343,30.6439,30.035,30.3864,37.0153,27.5445,30.8353,33.6336,35.0572,29.725,32.7869,39.6128,39.6674,41.3616
"PPH22",65.8376,68.169,70.5512,69.5384,72.8511,70.22,67.26,84.5865,92.7494,71.4937,82.358,74.859,68.5806,75.8317,78.3012,110.644,80.611,68.5564,79.633,79.5272,83.4016,90.2577,83.1573,89.0621,87.0908,91.2393,60.7337,83.1338,72.8522,72.0648,77.385,78.6981,74.6543,75.2836,62.1345
"VMA1",226.258,222.363,218.746,216.51,235.909,231.178,227.447,222.244,218.175,216.051,213.11,215.522,226.38,296.879,286.209,222.232,290.309,293.577,297.776,288.339,292.655,283.075,318.42,302.119,284.118,299.826,274.421,284.378,275.996,265.532,273.044,257.331,301.441,284.108,289.758
"RPL41A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LYS20",225.789,217.619,220.3,222.698,210.759,227.853,215.696,242.205,238.528,235.528,226.557,242.133,220.153,420.655,406.808,439.319,393.004,409.489,404.581,557.908,567.224,574.374,325.997,321.244,318.579,292.507,334.841,308.758,294.944,309.401,299.876,323.769,170.073,176.014,186.112
"INH1",156.093,228.257,174.278,172.703,141.577,253.034,178.217,199.171,248.32,195.837,179.039,181.827,229.32,126.13,130.104,466.291,136.475,163.757,176.948,98.0483,132.494,81.5765,409.856,493.813,478.988,389.223,550.729,520.074,445.19,671.267,473.702,548.235,1447.74,1584.77,1442.8
"PCL9",55.4124,50.5922,51.4328,49.5004,50.8696,56.9915,39.0666,42.8929,48.7763,47.1305,59.55,40.8976,52.2749,47.2004,51.9311,98.8169,46.7813,46.4467,52.4225,59.1871,59.598,57.2938,13.3994,13.655,11.5926,13.2803,16.6693,12.1248,6.08614,11.8659,15.4036,20.4397,20.3129,20.3624,14.5815
"DLD2",70.7824,78.0021,73.6858,72.2025,70.3994,64.3707,75.0736,67.0125,67.0181,75.0602,75.3646,83.3198,73.15,73.5343,83.2514,105.025,75.8914,69.8624,71.7978,68.2275,76.6834,72.4612,52.2174,58.692,59.2382,47.759,57.0234,46.5929,53.9512,49.0093,51.2214,65.2115,44.3294,47.677,47.6896
"AIR2",33.3278,33.1841,35.688,40.4836,28.5239,31.7815,36.5671,37.3831,41.6479,37.9671,34.6536,45.4218,39.8642,48.8899,39.1603,9.15225,37.4295,34.808,38.7216,37.6542,47.7656,42.3143,41.0462,40.6479,40.0942,42.5091,41.6484,26.3321,40.4051,34.1542,34.7383,35.2636,41.1296,48.9617,49.8709
"DLD1",151.854,155.441,145.081,154.281,157.344,157.392,157.099,169.863,173.111,175.603,173.818,157.556,150.38,189.069,179.687,150.536,193.322,179.656,190.317,164.786,160.659,175.008,165.262,157.929,156.404,162.082,165.7,159.939,162.371,163.497,156.616,178.332,208.798,218.002,199.893
"PAR32",86.5913,73.4071,98.2735,98.1045,89.4252,91.9804,89.7803,125.091,122.026,115.607,118.822,77.5404,89.0322,85.7207,71.2734,70.59,86.89,75.1527,79.3519,74.5918,69.038,79.9664,62.4939,59.6347,67.9853,72.6323,53.5181,60.4256,67.9129,56.2203,59.1193,36.4014,44.2615,47.8167,45.9185
"GLT1",16.4359,18.4693,16.6317,15.3508,17.1635,15.5963,17.2041,17.6431,17.1759,15.3817,16.8013,14.3291,16.7603,31.4788,28.0593,26.787,28.3375,29.7212,28.8483,24.3795,26.3591,25.0797,11.2875,13.2968,11.308,12.8314,10.4322,9.80203,10.3667,10.3387,9.84401,9.1078,13.0892,11.3453,11.7554
"UGA3",68.4239,60.784,68.4138,63.002,61.1787,58.2074,59.595,64.1432,63.9454,61.3096,61.9518,71.1307,65.0363,101.755,103.714,120.09,113.47,105.375,103.124,133.811,128.99,142.751,74.907,71.6903,67.9498,77.7861,66.4619,67.0269,66.9103,69.1588,67.0634,64.5131,57.4007,64.8648,56.7156
"SFA1",860.829,883.706,893.232,855.491,880.321,916.146,850.953,877.42,904.631,865.734,889.917,857.618,894.51,1222.54,1149.96,1256.35,1245.07,1208.86,1199.47,1404.44,1410.86,1396.35,657.731,639.598,624.966,604.253,586.028,657.11,651.797,556.142,546.803,597.073,731.398,754.479,748.452
"NRP1",5.91728,5.18297,6.5132,5.7923,4.27146,8.05372,4.74662,4.30305,5.38245,4.64652,6.04048,4.43081,2.12739,11.6013,13.0493,0,11.2962,9.80749,12.4409,6.76674,9.88146,6.60211,17.5461,14.4857,15.7771,15.0345,19.2179,16.2356,18.9843,15.8464,19.4292,19.4338,15.8156,15.6964,15.4485
"FAP7",43.3223,41.8586,35.0691,41.6964,46.2357,31.1678,41.6322,41.5613,46.9963,54.0932,44.7192,15.0357,38.1415,57.9499,42.6081,56.4086,51.5653,56.3175,49.0405,53.8014,52.7726,64.9378,45.5894,33.6902,30.0631,31.7855,42.1227,51.8614,49.4118,41.2542,45.1063,49.3653,41.6522,52.4817,50.5762
"CDC36",113.462,126.027,118.766,103.316,104.742,100.041,99.0476,100.065,108.005,101.502,101.547,118.319,102.377,86.2126,96.7868,117.125,72.8043,74.3121,97.2884,86.6926,101.78,72.5492,57.7969,63.3222,57.0732,67.1272,73.0883,78.5478,58.7728,74.27,79.8724,70.4325,75.7972,70.1974,76.8677
"CDC9",21.5721,24.1031,26.4456,24.03,27.2913,24.619,23.8856,24.0082,25.1973,23.2257,24.5484,23.7895,24.6358,21.9154,24.7543,26.1451,23.6348,21.5079,27.6159,28.283,29.5393,31.6387,15.8752,17.4738,14.4271,11.7927,14.0169,19.0402,16.52,16.5362,13.6233,13.3417,20.9313,23.6507,22.3589
"ENT1",42.8561,38.4988,35.4946,37.2089,38.5624,33.2815,36.6096,38.7932,47.3725,47.9412,43.2631,39.914,31.3241,37.1453,37.0168,22.4137,35.1725,35.6357,34.945,29.1568,34.4137,38.5735,18.4396,16.1889,14.4714,8.41838,12.2398,20.3864,15.6436,14.2694,16.8568,10.1665,16.3814,16.2078,19.2239
"DHH1",6.56295,4.39319,6.02212,6.29347,6.02266,6.04566,7.76032,5.93142,5.89247,5.48632,7.09955,8.79,8.29287,10.8826,8.84325,0,8.03118,9.37246,7.55116,10.0601,8.82827,7.8398,8.72147,9.33633,8.8666,8.21129,10.8838,9.39978,11.3569,9.32915,9.33122,7.10865,9.11578,8.85552,8.82051
"YDL159W-B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"YDL159C-A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLB3",36.0903,35.3634,30.3173,36.3067,30.9644,33.6744,29.4551,36.2225,31.9569,32.0486,38.7325,21.4639,31.0888,36.2932,31.9307,33.9371,31.2243,29.0745,35.1776,36.1326,35.3561,37.4588,27.8992,27.229,27.8052,26.2578,23.6111,27.5874,31.8477,28.9891,25.2434,17.173,28.8003,34.7169,32.2538
"SAS10",9.70939,8.24572,7.17988,7.14065,7.8475,6.52684,8.1542,9.22861,9.16741,7.1519,10.3555,8.90663,9.17098,22.0846,19.7564,31.133,23.9008,20.9631,18.801,12.7659,14.8783,16.3467,40.2046,42.8869,43.9517,38.5847,36.9631,37.5017,34.3073,36.2856,39.6171,35.3912,66.8174,61.9703,62.9974
"BUD30",0,0,0,0,0,0,0,0,7.58317,0,0,0,0,0,0,0,0,0,0,0,8.43765,0,0,0,0,0,0,0,0,0,0,13.9441,0,0,0
"RPC53",15.3836,13.9177,10.6116,13.6369,16.8374,11.7812,14.7558,13.5193,13.705,20.6844,16.1236,8.1631,15.5067,29.2537,26.0716,57.5511,25.3298,28.0203,25.9085,19.4014,20.0692,25.7058,31.2799,27.4415,24.8793,33.9334,19.1932,32.4037,28.7007,20.464,28.4224,21.5125,44.2595,45.4693,54.919
"ATG9",12.288,13.1969,9.82496,11.7139,11.959,11.2144,12.2241,12.4959,11.4141,10.8799,12.7971,5.17147,13.3501,12.221,10.1862,2.97975,10.0444,12.4055,11.1734,8.59051,9.47556,8.44118,26.811,27.2693,31.7472,25.4182,22.2017,24.3483,21.4069,23.062,26.2291,24.4372,29.1039,33.1467,33.6487
"RPN5",227.963,222.275,211.802,227.212,219.931,211.247,224.165,203.865,206.375,199.421,194.818,181.363,215.322,212.935,219.066,209.67,216.202,228.62,224.784,191.686,186.998,200.213,229.712,236.418,228.437,249.884,191.359,207.846,209.33,232.093,217.165,197.164,272.536,258.831,261.733
"LDB17",23.0355,20.3029,19.1281,22.0155,20.9867,14.9275,24.1594,16.4628,15.6226,19.269,19.8521,20.4812,19.607,33.9982,33.7412,43.1853,34.0157,29.7074,37.1863,29.3636,28.4196,27.0571,17.8305,19.1782,22.0403,17.5774,16.8689,23.7484,12.0875,19.5774,18.7985,21.1183,14.1024,15.193,20.6471
"COP1",71.6711,67.4937,69.3704,70.5751,72.4927,70.2022,72.8073,72.5148,70.5698,70.1422,70.6832,79.6963,70.9711,89.002,86.5316,116.004,92.1971,88.0586,89.6298,94.137,90.7144,86.751,58.9339,65.2899,58.3947,60.1419,49.8585,48.5089,51.303,47.6413,46.576,43.1589,46.1781,45.2741,42.2447
"CCT4",148.523,148.566,146.773,147.828,167.549,151.951,140.321,148.614,152.123,149.641,157.921,150.63,159.757,196.865,184.404,172.829,186.083,181.824,185.394,181.285,167.566,171.911,88.6848,103.77,96.6013,102.032,89.435,99.4543,83.4011,92.8258,92.4921,89.5374,93.9991,89.629,94.1607
"CRD1",53.2402,67.6052,50.4422,60.3597,45.5878,54.7718,58.5524,41.7807,53.5921,53.7355,51.8565,53.9024,61.6176,51.0767,57.7978,85.5648,45.3048,46.2174,48.1707,46.4748,48.7658,46.9496,44.6581,41.9721,34.2039,47.0291,31.1924,33.1222,32.2991,34.845,49.5591,32.7297,49.5695,52.8775,49.8622
"BPL1",10.7582,9.5557,11.0868,9.95355,13.6248,12.0197,13.0973,10.8439,11.4344,13.0823,13.3118,4.63786,11.5433,13.1269,15.4136,17.3249,16.3556,17.3248,16.2198,15.2063,15.4574,16.7409,16.5145,11.0041,12.3062,11.5161,11.9335,11.3595,15.6919,11.2577,8.58494,10.5569,9.83304,9.33276,6.75061
"RPO21",29.5086,32.7534,31.394,29.6063,33.3549,32.5029,28.7639,32.8974,29.8317,31.6338,30.9501,29.9886,31.8097,34.6514,36.4708,32.5277,37.1492,37.1186,37.5764,35.954,34.3089,34.5274,39.1048,42.6568,43.5888,41.7685,38.3741,31.9651,36.1504,33.0367,32.5745,35.4437,41.6443,39.7439,37.5241
"RGT2",14.9728,16.426,14.3725,14.4784,17.2476,15.9979,17.4201,18.3579,16.3077,15.9052,18.0126,24.8984,18.4735,18.3971,21.2483,25.3584,20.2344,21.5394,24.5958,16.3041,15.5122,16.1794,45.035,44.8569,49.2263,53.8486,40.9793,39.0071,45.0368,40.9863,44.1681,43.825,33.9286,30.9012,30.2819
"ARF2",812.146,831.449,810.196,775.503,816.11,805.032,786.956,822.067,835.131,852.155,832.332,919.353,806.01,805.324,785.228,729.657,707.032,733.739,766.213,838.248,870.005,885.204,621.391,565.579,578.777,647.682,698.16,661.118,712.748,670.041,641.039,650.451,721.682,763.582,759.354
