"","GSM3713845_Galaxy26","GSM3713845_Galaxy513","GSM3713845_Galaxy518","GSM3713845_Galaxy523","GSM3713846_Galaxy528","GSM3713846_Galaxy533","GSM3713846_Galaxy538","GSM3713846_Galaxy543","GSM3713846_Galaxy548","GSM3713846_Galaxy553","GSM3713846_Galaxy558","GSM3713847_Galaxy563","GSM3713847_Galaxy568","GSM3713847_Galaxy573","GSM3713847_Galaxy578","GSM3713847_Galaxy583","GSM3713848_Galaxy227","GSM3713848_Galaxy232","GSM3713848_Galaxy237","GSM3713849_Galaxy242","GSM3713849_Galaxy247","GSM3713849_Galaxy252","GSM3713849_Galaxy257","GSM3713849_Galaxy262","GSM3713849_Galaxy267","GSM3713849_Galaxy272","GSM3713849_Galaxy277","GSM3713850_Galaxy282","GSM3713850_Galaxy287","GSM3713850_Galaxy292","GSM3713850_Galaxy297","GSM3713850_Galaxy302"
"OST1",103.313,106.23,111.597,107.577,111.815,108.908,107.173,106.575,98.1451,105.105,117.998,86.6991,78.3003,83.2496,80.0421,76.1077,26.2364,24.8054,26.0752,15.1855,18.3189,21.7866,19.954,20.9701,20.5436,16.4536,20.1545,24.7697,16.4396,16.7504,16.1574,16.5418
"ORC3",12.1622,11.7348,9.63942,12.5163,15.7735,13.1295,9.92428,11.4899,9.20474,10.7727,8.1792,8.71951,9.26208,9.13617,9.03206,6.87301,19.0758,22.5019,16.7019,22.7459,21.2677,27.6988,27.9097,28.1726,31.4766,21.6177,22.9156,31.4945,29.598,25.9157,26.066,21.3368
"COX16",137.78,109.933,141.576,108.641,197.15,157.296,212.761,250.036,202.085,218.222,298.787,220.566,164.751,198.941,220.608,154.9,1075.21,1067.41,1060.72,798.663,1111.16,994,1015.98,923.028,898.386,938.846,918.591,900.356,997.607,990.769,1089.13,1055.92
"ADR1",1.30834,1.31443,1.71557,1.01607,2.05936,2.03075,2.29963,2.23373,2.30227,1.90781,2.18529,0.981872,1.45818,0.981242,1.25946,1.67479,7.67301,6.74184,10.3445,6.00091,4.73403,5.14237,4.9167,5.28177,4.5569,4.74335,5.51483,16.7645,14.6055,13.8283,12.6486,16.253
"RAD9",9.08952,9.45223,8.11056,8.83351,7.78864,12.3074,9.32192,11.9734,13.4235,12.6608,13.4448,10.6023,10.5814,11.2301,8.81062,5.87286,4.348,5.17811,3.43168,4.913,5.14248,5.81726,4.48901,6.42912,3.74214,3.93637,8.20613,7.49361,7.21792,7.91967,6.5276,8.6343
"KLMA_20119",7.76543,5.92646,5.24291,6.2776,12.8243,11.2542,8.38437,13.1266,10.4382,8.47001,14.4416,11.4012,9.20669,11.3683,11.8492,10.6994,17.7197,16.3569,18.5473,33.2225,22.4568,20.0484,27.6013,28.1018,23.7138,20.0665,22.4143,32.1384,30.9343,30.2523,24.473,31.9727
"SPR28",5.17364,3.99065,3.61097,2.98412,1.41913,3.93211,5.31831,4.97425,3.91337,2.86137,3.81247,8.50512,5.12304,5.83579,7.18065,7.02197,4.64014,3.24727,0.948052,4.46053,6.79251,4.01042,5.39293,7.94059,4.85802,4.60536,2.08801,4.75481,2.65685,3.41679,2.66225,0
"BUR2",27.6335,26.3979,28.0408,20.9531,27.8839,25.5664,25.4676,27.5525,27.6365,22.656,12.6011,26.8053,40.3519,27.2718,23.8612,26.7772,33.6998,31.7274,33.1517,28.7406,25.96,28.3925,31.6554,32.3264,26.9183,28.4679,21.5147,57.1706,51.3325,44.9115,44.0774,52.3638
"KLMA_20122",32.5974,29.7047,25.2167,30.7772,28.1585,29.6257,25.1144,28.6829,31.2863,29.917,39.8417,28.3134,32.2882,23.7089,27.1548,24.9277,12.2787,10.7146,11.8909,7.55295,11.5267,11.2591,8.42438,9.40129,4.84776,10.0015,10.7793,14.4894,12.4763,10.7629,15.8938,21.7321
"GTB1",28.5619,25.9627,26.1763,26.828,22.2943,23.2962,24.8854,24.1644,30.3937,24.9449,28.6788,17.2672,15.5343,16.7075,16.3046,20.268,29.7336,29.5735,33.6648,11.3033,11.8564,9.64159,9.54584,7.7959,10.5459,9.85596,17.3164,13.6393,15.4681,16.2769,15.3401,11.5969
"KLMA_20124",0.841396,1.90292,1.26322,1.18824,1.86499,2.67706,2.44935,3.00965,2.63492,2.08282,4.09088,1.43326,1.64296,1.2247,1.01973,2.98735,14.0827,14.3784,9.24121,7.32479,6.61292,4.63301,5.17768,6.8721,7.09106,4.56882,7.2663,6.93665,5.75315,9.00582,9.01419,3.41861
"IFH1",24.8987,26.7419,23.7188,23.2081,18.9543,19.6566,19.357,20.0669,18.3981,20.5182,19.9945,19.136,15.2202,19.2514,15.6045,14.2738,43.5203,45.3016,47.5565,20.5828,19.4807,21.3039,21.9125,22.659,23.2853,22.9399,22.5795,39.752,33.3434,33.7057,33.6668,25.4871
"UTP13",23.2086,22.4084,23.2784,22.8354,9.58338,9.97742,7.4118,11.5045,9.99652,8.76473,13.9098,7.39538,9.42314,8.73191,6.51275,12.5828,90.2375,86.704,88.5166,62.9841,54.8592,65.4498,55.5608,62.7817,58.9311,62.8497,68.6239,46.8746,48.5402,47.3215,42.3631,54.6907
"RSA3",31.3245,42.3127,41.3035,30.5664,14.7906,8.33486,11.9265,8.79193,8.18372,10.1065,33.7773,11.0407,8.57293,5.69643,8.74873,15.8821,115.756,114.37,99.7631,68.1873,63.0179,74.1052,64.3271,75.5306,72.1958,70.7022,73.0362,42.2247,32.0476,32.8017,42.6851,29.0828
"CCC1",34.299,42.2876,41.9266,44.2168,29.4376,36.1352,28.7064,35.8611,33.6553,31.3589,31.1102,18.1308,21.1138,19.6254,15.9091,29.6213,13.9248,13.9574,12.5123,13.0524,11.2998,10.9138,12.4357,8.10846,11.6584,8.50997,4.31226,10.8435,12.6318,12.227,11.4346,12.1529
"ECM4",300.049,308.955,276.225,300.576,405.48,391.469,390.5,401.647,392.905,393.047,461.304,448.371,440.347,444.324,429.403,456.084,425.555,421.108,438.105,508.755,478.48,521.435,482.179,466.185,520.063,483.622,464.878,404.361,363.339,371.691,353.992,369.554
"KLMA_20131",320.853,345.09,383.069,405.932,394.59,422.318,396.101,391.484,423.355,370.872,344.584,377.929,432.713,411.803,352.871,478.74,361.605,448.512,472.76,370.577,356.608,419.576,339.938,350.364,335.092,391.166,362.507,337.646,224.684,221.332,223.948,220.081
"BMH2",1167.04,1105.01,1198.96,1126.4,1744.95,1311.22,1299.05,1347.98,1315.22,1323.86,1465.79,1216.53,1122.32,1204.48,1149.54,1388.48,1304.2,1271.71,1192.59,676.525,696.384,662.496,676.4,689.794,627.242,699.677,630.749,969.649,806.506,809.708,807.363,851.051
"IRC20",18.4737,18.6043,21.0836,21.0468,26.9586,30.1205,31.2748,27.1588,30.7946,29.966,36.7372,29.626,33.9662,30.2831,30.5081,37.0338,39.1488,41.8852,42.0893,30.7078,26.2932,26.1325,27.1541,26.0459,28.7196,27.7326,32.016,27.7811,26.7535,25.4299,27.5988,26.6798
"RCK2",62.6211,54.8938,63.4489,64.188,65.4446,74.784,69.106,74.0108,70.8501,65.7629,79.3206,62.1677,64.3617,58.1789,61.6142,66.1598,54.0106,58.7277,54.4358,31.6725,31.3619,30.4759,33.6579,26.4827,31.2749,33.3736,34.4677,54.6741,53.8745,51.5336,47.7309,46.9668
"MEF2",10.0071,7.50203,9.60184,10.23,5.50569,7.79476,5.83667,6.64104,7.16075,5.63211,6.99064,5.96618,3.07864,3.64884,3.80025,3.20444,7.1279,10.7893,10.1558,6.04033,6.46164,7.10476,5.79623,6.54289,6.68882,4.93139,7.12494,11.394,10.278,12.7331,9.4227,14.9241
"GCN3",53.1168,55.9211,53.6276,52.6835,29.6667,35.2454,33.5555,36.8065,30.3971,34.6679,34.724,33.9572,34.3827,43.4264,39.128,28.3605,68.5375,67.982,74.5592,41.616,48.3803,45.4818,42.0906,46.4421,40.6881,44.1616,41.528,32.5552,35.4462,38.708,30.5316,54.0875
"RPC37",42.5357,41.3764,33.5262,30.4885,12.5734,13.7952,18.6328,19.7909,17.6555,20.977,17.2121,17.1485,20.6512,23.596,17.1847,10.7763,107.185,112.815,85.2181,124.178,124.221,123.274,134.185,118.025,126.916,122.709,155.269,102.146,99.3679,96.0117,100.145,102.631
"DBP7",10.4925,9.84221,8.29555,12.0952,3.01762,2.23484,2.75543,3.26011,2.50616,2.39854,5.41613,1.54112,1.41269,2.31245,1.67133,1.16254,46.0617,41.2286,44.5872,39.2901,42.1756,40.69,40.3527,37.714,37.7606,36.0048,43.8292,50.1252,44.2947,44.5053,43.6078,53.7971
"GSM1",4.72315,3.86412,4.91975,4.2647,7.04065,6.29543,5.5442,6.49933,6.82737,4.62041,3.40156,4.24487,5.09901,6.05177,2.42388,2.18767,4.41922,5.25446,3.4425,4.79811,5.24394,2.85152,3.28058,2.01607,2.8182,3.63308,0.951938,6.43707,7.98736,6.04441,6.74102,2.63079
"KLMA_20141",22.6151,19.025,20.6923,19.5576,27.3044,20.2629,22.9435,18.334,21.8397,22.3193,26.889,20.8687,27.4688,19.5757,21.4348,18.6181,34.8708,38.7419,44.8472,18.7976,18.6456,14.8954,17.2475,21.0567,19.529,18.144,17.5976,30.7153,29.3881,29.0478,27.1211,44.3035
"PAM16",100.732,116.827,102.646,72.2573,83.6612,78.2608,122.876,141.626,113.794,117.719,115.854,147.207,122.28,135.605,125.005,114.501,271.118,266.592,266.955,266.472,244.426,286.254,322.204,262.601,287.952,281.189,352.755,204.581,173.754,154.614,169.29,156.416
"KLMA_20144",13.0904,12.9991,14.4164,12.9177,20.1953,22.1725,20.7809,19.8588,21.7904,21.0443,9.61842,16.5182,21.1481,21.696,16.3998,16.9021,92.663,84.7572,84.9484,42.728,46.0068,34.822,35.9178,35.8183,40.7826,44.6729,40.8735,101.839,91.4882,82.2851,84.1903,96.313
"CTF13",6.85853,4.79349,5.82054,4.50638,5.2431,2.6208,2.94222,5.24694,4.9234,6.58672,6.98274,3.95776,1.77857,1.31593,1.74913,0,1.75011,0.875098,1.78546,0.843555,0.790652,0.414642,0.835875,1.64334,0.821088,1.16819,0,0.511532,1.05922,0,0.706358,0
"SLD2",5.60633,7.05891,4.96635,6.03897,2.57291,2.17326,2.78866,3.05365,1.52717,1.79262,0,2.7058,2.73286,1.49642,1.48454,1.10236,5.57126,4.16715,3.55688,1.78578,2.53762,1.33183,1.00654,1.97954,1.97679,1.87622,0,0.89468,1.45923,2.0445,1.45998,8.66425
"UTP15",29.5467,25.963,27.899,33.0636,11.5623,13.8946,13.9361,12.7223,12.5305,12.1762,4.48721,11.4864,9.88873,10.9197,11.9192,9.48835,40.6822,41.3514,42.5216,37.8397,36.0579,33.4574,39.4806,30.7994,41.3173,33.3982,36.7632,38.2518,33.9777,38.6113,33.8327,37.9462
"AIP1",97.3511,98.2929,109.885,94.6214,136.555,131.884,122.766,124.933,116.54,131.183,110.836,115.474,119.115,122.662,112.594,117.282,63.2259,57.5779,58.1413,30.3447,28.6367,29.5768,32.2441,25.4297,28.1588,30.9425,33.4687,26.4524,27.0819,26.7223,26.5545,19.2354
"NPL6",15.3914,18.3373,20.3585,14.3235,14.9229,17.807,16.1501,14.9116,17.0567,22.4206,20.3756,14.1428,14.169,10.8671,13.6183,9.98585,6.57381,8.535,7.30283,6.1291,6.7744,6.57692,2.75589,5.69147,5.39204,6.41712,7.73156,12.6495,7.88918,8.86015,8.1419,10.613
"YTA12",33.4913,31.4433,29.4645,30.7042,38.6097,41.1094,46.4352,43.187,43.4132,44.3031,43.2491,47.6416,43.527,46.7138,46.4239,36.9428,82.1298,83.5025,84.3537,29.2915,32.6321,30.8963,32.4308,31.1483,30.3855,34.5501,28.6592,57.7509,51.777,50.8431,49.0247,45.4598
"VBA1",10.8728,12.9819,8.87496,16.3332,56.8265,57.1155,49.7254,54.0182,52.807,51.6733,53.2634,26.1434,27.0809,29.0534,26.9713,41.6956,31.0775,29.4726,34.0583,41.3069,32.7926,31.9974,37.4451,32.5232,35.5378,40.4348,35.5878,56.3278,52.4018,47.4199,51.0804,47.1469
"KLMA_20152",19.5301,19.5912,18.9429,28.9067,76.2597,47.2323,54.6278,52.5208,62.3674,40.7095,65.13,53.3969,52.5197,58.9144,56.1444,61.0169,19.8213,17.5033,22.746,22.1896,19.7594,14.3155,17.2866,14.1843,21.1804,16.7918,13.4895,14.9953,13.9229,10.2705,13.8991,9.0347
"AAT1",19.4109,17.2205,16.8809,18.262,43.7858,35.2963,36.6045,37.2323,34.5905,31.435,34.8678,26.1924,34.705,35.8724,32.9942,44.5428,22.1941,15.6274,23.0351,28.6422,24.318,26.8755,22.8772,21.7908,24.8802,26.2312,16.4399,19.8073,19.7452,18.8435,18.8368,8.83787
"KLMA_20154",44.2395,48.7489,47.9444,48.1882,46.8241,54.9551,45.7434,45.664,44.1717,43.2572,40.3139,32.6341,30.1798,36.7299,32.8867,31.1225,17.0742,16.8172,19.214,8.31665,7.3411,6.08884,7.13856,6.20537,6.19989,6.17613,6.14721,21.4933,18.1134,16.2969,16.5455,17.4612
"GFA1",139.54,127.991,126.912,142.12,93.8355,89.8893,99.7778,95.5342,101.196,93.7187,98.5945,76.1638,79.5833,77.0602,77.2229,79.2866,52.0693,48.417,53.1103,28.1675,27.5995,30.2388,27.4858,27.1734,31.8426,27.9797,33.2161,43.6696,41.7193,44.7962,43.8729,41.2399
"LAP4",153.288,157.314,152.117,161.007,481.972,460.321,468.593,458.427,467.438,458.26,495.646,286.211,284.533,291.214,277.518,293.677,56.4024,57.3347,50.6616,23.3683,25.0057,24.8352,26.1893,24.6332,22.7638,26.0244,28.5616,29.885,27.9216,25.5955,29.6093,38.6161
"HSL1",23.593,23.0313,22.8024,25.2887,22.2728,23.4253,21.5355,20.9853,18.6741,22.1521,24.1202,16.2921,15.2588,16.9028,14.9838,13.1697,3.75848,5.99206,2.90557,2.05066,1.6825,0.881611,2.17541,1.26466,1.74386,1.83842,3.22636,3.60572,3.22424,3.05493,3.98741,1.25968
"ADH4b",316.016,318.445,320.228,329.073,197.044,169.824,161.272,173.997,155.118,168.559,157.485,139.498,130.935,127.896,132.747,172.662,63.838,70.9869,54.2727,29.062,37.386,33.3084,34.1387,31.2888,31.074,33.9267,46.0457,23.4195,18.3181,19.2281,18.3429,4.76061
"UTP11",37.7592,33.0422,45.4082,32.1587,17.863,17.2427,20.6166,13.3492,9.65948,14.3384,9.83237,13.6249,20.3189,21.33,22.3881,17.9348,139.458,143.688,126.321,89.8513,89.3504,85.3636,90.7059,76.4584,87.7091,81.9865,75.498,81.8593,54.543,64.8726,57.5661,38.0634
"MTC2",17.6416,17.3402,24.5578,27.6944,57.3676,67.4686,58.5134,58.9447,54.1987,50.3588,62.9722,53.9198,48.6266,50.6033,54.9815,56.411,43.985,43.8716,41.5134,57.8513,45.9327,50.4113,43.4236,46.4984,42.9515,46.148,48.77,42.4382,33.0772,34.5708,26.6726,14.6704
"GGC1",93.1269,83.5021,95.5408,91.4172,166.968,146.859,155.101,147.868,145.984,153.821,133.504,114.166,116.728,123.503,130.404,128.967,239.725,253.18,235.69,230.896,233.127,201.979,223.958,230.057,213.394,227.279,244.229,150.669,166.949,159.593,153.624,182.567
"PCF11",28.4143,26.3376,30.5055,23.2715,30.45,27.6821,29.6567,26.0852,26.3188,26.4867,30.2801,28.4963,27.2848,27.4077,23.8623,25.628,10.969,10.9643,9.89645,16.0965,11.949,12.27,10.8643,11.8828,10.8994,15.179,14.901,17.8849,11.7846,11.3504,15.5794,9.39525
"KLMA_20163",4.97133,3.87114,3.40918,3.26244,3.46338,4.15813,4.34629,4.20598,4.20002,4.77413,4.14835,3.10667,3.87532,3.17206,2.6437,1.12367,4.34821,6.34846,7.98259,3.06536,2.90288,3.24751,3.5741,3.71803,4.01926,2.94932,3.79238,6.43588,7.71909,9.78432,7.64206,2.63857
"KLMA_20164",3.79756,2.53636,2.31141,3.25214,2.02145,2.12185,2.71642,2.62095,4.03633,3.34273,4.34413,1.56958,1.71165,1.32722,0.842016,2.24042,2.57611,2.72227,2.63719,1.00447,0.38623,0.404699,0.408196,0.937774,0.80069,0.507092,0.633282,1.22651,0.59424,1.42859,1.42989,0
"ADK1",827.091,846.635,814.112,830.234,739.962,766.774,775.641,784.316,784.922,780.726,898.9,778.795,809.14,787.105,727.725,879.546,1001.63,1017.15,935.19,518.607,481.385,471.648,487.22,509.843,514.944,503.592,533.749,407.243,380.989,357.95,391.826,428.988
"MSC3",19.0277,20.6686,20.2882,20.4001,23.4887,26.1518,32.8881,31.356,33.0186,30.7865,20.9674,17.1966,14.6814,18.3985,16.9583,21.4751,61.6959,52.385,61.8257,16.8738,21.6237,20.5207,20.7492,20.4509,18.7656,20.3612,15.2198,25.7865,32.7701,34.0835,32.4889,52.8174
"HTA1",2148.72,2332.15,2347.7,2338,4006.88,3116.15,2730.44,2739.4,2861.59,2966.99,2659.68,6572.09,5870.48,6546.16,6177.58,4781.6,2069.38,2138.81,2103.15,1819.1,1716.28,1721.34,1702.9,1758.48,1595.19,1652.66,1744.55,1638.53,1284.13,1382.66,1401.87,1335.31
"HTB1",3229.6,3280.12,3380.52,3315.73,3303.42,3141.47,2777.06,3063.71,2818.65,2943.99,2982.13,1761.89,1668.77,1763.02,1608.08,1698.1,2595.6,2703.71,2591.21,1998.53,1895.06,1864.6,1951.74,1853.62,1967.96,1959.16,1688.14,1682.93,1422.83,1432.3,1456.63,1233.56
"SPO71",12.1638,11.9812,10.4979,9.81832,20.2293,22.2137,23.8274,20.476,20.7356,21.6387,26.4494,16.1504,15.733,17.2124,17.4763,15.2784,21.1609,21.0045,24.2322,17.3253,18.3886,16.0057,16.1329,17.1989,16.6384,19.3043,14.8838,17.6271,20.2723,22.5252,19.885,21.8115
"STE5",2.5347,2.2484,1.80607,3.36089,7.32314,8.97363,9.15313,7.56105,8.91631,8.96179,5.80179,8.30066,9.19903,9.43219,6.74059,9.88014,12.5039,10.9739,12.3884,11.051,11.8588,13.8153,10.4173,10.5562,9.67347,11.1502,12.3471,11.0492,11.7705,14.4879,11.6333,11.2163
"PDA1",170.89,186.144,179.534,189.041,181.93,148.563,163.076,148.126,163.343,160.22,155.431,105.657,125.799,120.609,112.345,111.829,171.744,165.021,149.854,78.3348,91.4247,93.4794,84.0359,85.3076,86.5587,79.1358,80.4872,150.574,142.73,150.809,138.119,179.674
"ARX1",19.3735,23.5759,22.5584,22.5676,9.03998,8.93222,9.22429,8.90528,8.58853,9.59778,8.78616,8.52069,7.18646,8.53443,8.02636,13.4075,39.7481,39.278,40.5956,27.2799,29.3003,32.1032,23.4619,26.1961,28.4824,30.531,20.808,45.2009,30.6729,34.6244,33.4611,35.9371
"DMC1",9.17034,8.82963,15.0621,11.5309,31.3841,33.2671,28.8681,30.9879,24.5207,30.1573,33.0215,20.3682,23.521,21.0378,29.245,30.6846,32.9148,35.4498,22.1437,23.0977,22.6042,18.3148,20.7756,18.1668,25.1787,18.8793,20.9832,24.3273,18.1329,20.0694,16.605,22.9711
"TMS1",24.8841,20.2154,26.318,27.0595,34.2524,42.1056,35.4179,37.4944,43.2206,39.1779,29.184,25.4123,28.9663,27.9142,25.6778,23.3945,21.7663,22.1416,15.7713,9.30883,9.33381,11.7396,12.4818,10.3274,10.6175,7.94725,9.18485,23.8143,21.7652,21.4714,20.0733,20.6676
"KLMA_20176",50.8763,39.7502,52.0366,41.1193,56.6048,71.7882,47.5323,57.5596,60.0576,67.1983,73.6569,63.8595,76.7585,67.5776,62.2342,76.1492,51.1419,42.2031,60.155,55.8022,63.3613,53.7847,57.4531,49.4387,45.6174,52.8396,62.3761,46.195,41.4149,38.6746,41.3416,19.626
"KLMA_20177",22.7397,27.1065,21.5505,16.9731,38.2213,35.0894,30.3028,28.7572,40.1647,27.0529,48.6371,33.2928,34.2381,32.3824,25.1833,34.5341,29.4304,21.7715,23.3311,20.5791,16.0499,19.7182,24.7432,25.7019,23.7546,15.3447,22.7381,24.9058,23.9825,21.0308,18.9708,31.2231
"KLMA_20178",122.277,67.9425,79.9187,50.7529,429.607,292.472,82.6884,131.834,132.519,251.025,174.131,52.6278,83.9303,84.1983,115.155,147.909,0,33.896,69.2561,44.7473,55.7633,58.3612,58.8411,14.472,57.7262,13.6753,0,140.118,58.7307,118.327,35.3912,173.081
"RDH54",9.94532,11.3283,12.7786,9.06906,8.13587,11.8636,9.37345,11.2071,11.9317,11.9886,5.15785,6.45354,5.11647,5.58281,5.82261,6.57353,3.98902,4.78241,3.58137,5.3719,5.72046,4.92229,4.03437,5.19256,7.31057,5.92867,6.46476,5.96205,6.57855,9.34684,7.88942,3.8882
"VMS1",10.7235,14.5923,9.48119,9.73997,12.0565,18.7077,21.4371,22.5092,21.671,17.613,14.3172,10.0983,13.0189,11.168,13.5538,12.2997,8.18865,9.08273,6.9566,3.87653,5.37816,4.55171,3.71877,3.65594,4.29185,3.05452,1.01702,4.55844,7.27694,9.34088,6.3514,0
"HEM12",144.169,141.638,151.331,149.237,360.612,345.733,358.644,322.387,334.159,329.101,311.436,288.183,284.284,270.664,262.626,303.392,73.5816,62.7511,63.1138,37.0618,41.9805,37.0978,41.4174,40.5403,38.7503,36.0478,44.3589,42.7474,38.9254,36.3715,46.6899,59.5947
"KLMA_20182",59.7092,65.0958,60.1566,61.0434,53.795,57.6566,55.9831,61.0016,54.0311,54.4934,48.6662,50.0646,45.3654,50.0274,43.4136,37.8554,83.3233,81.6611,83.5285,63.8239,57.749,57.2427,61.7335,66.3183,53.224,57.5074,60.0307,70.2952,71.0081,65.5321,68.3556,77.6751
"KLMA_20183",76.8512,69.8162,75.4145,74.5502,68.5543,66.6907,69.7902,65.9554,56.0238,64.1789,69.12,41.679,49.5746,46.1224,40.4352,45.2073,50.4187,54.9137,53.1466,33.8578,27.7301,31.6052,25.6479,23.4218,29.2131,28.1977,32.8044,51.9523,57.1359,52.4763,55.5311,61.0603
"DSE4",10.2939,10.3973,10.01,8.54707,10.334,8.51739,8.75572,7.40252,8.53104,6.53581,6.05662,6.69431,5.40772,3.55142,5.56424,0.552388,5.40748,3.65534,5.07112,2.15141,2.5914,2.27994,2.59747,2.97896,1.83093,2.41411,4.06866,3.5932,4.37844,4.85629,3.64331,5.41803
"KLMA_20186",85.2806,84.5013,77.3127,90.0956,50.4332,47.7288,51.6153,55.2806,47.8952,45.3206,38.6596,24.4005,28.1818,36.1194,31.7714,22.7312,77.8339,73.8311,76.7334,68.1663,72.0621,66.18,72.5237,65.598,69.675,66.9176,58.0177,101.311,105.102,101.645,94.7977,118.394
"DBF4",18.1313,15.1656,20.7023,16.3378,19.3671,16.8789,14.6999,16.4645,18.0819,16.5743,23.9557,12.4496,10.1507,13.1787,13.8112,8.12085,13.7838,11.2124,17.6373,5.49444,5.81168,5.44621,3.80013,3.74332,3.52027,5.51292,3.93497,17.9132,15.8683,14.0662,16.0492,16.0564
"SLM4",74.6977,62.8631,58.1391,50.4168,37.5404,36.9625,43.0044,41.6496,31.2182,41.8758,31.8231,38.5639,48.0328,36.7071,37.5492,73.9112,72.6989,86.4205,64.9104,46.9504,71.1854,57.4136,89.2788,56.7056,80.7297,70.1795,104.946,47.606,42.2682,48.0425,32.1433,42.7375
"RGP1",16.888,15.7107,14.7751,18.3344,14.3068,13.8676,15.1832,12.6913,14.3363,13.8295,15.4393,13.0185,11.1992,9.79674,12.642,7.08288,12.7047,10.2787,17.6141,14.2183,11.1253,11.6566,9.87173,15.2765,12.9253,9.85811,12.011,19.1883,18.4785,18.4832,13.1834,12.0704
"AVL9",31.0402,32.7571,40.2429,33.1062,45.6054,38.5368,35.5851,43.8684,31.8703,38.228,25.3233,30.2544,34.1911,27.2153,31.0225,28.9681,17.035,15.3185,18.8682,16.5228,13.4591,14.1391,12.8649,21.5594,12.6377,13.5039,11.4331,26.4281,20.1395,17.1606,22.2041,10.103
"HPR1",22.9189,21.0891,21.5161,20.1661,18.3723,17.0165,15.989,18.0012,19.0993,20.5967,29.383,14.9173,13.7853,17.8017,16.4476,16.383,7.15288,9.46351,10.6678,4.59634,6.24811,6.73458,6.07878,5.79186,5.43869,4.83023,3.31535,9.94001,8.11444,8.90244,9.34375,2.27256
"NOP53",23.3398,17.8766,19.9684,14.8539,11.5711,13.538,12.9082,10.9052,13.631,10.4977,12.0681,13.5045,13.3012,10.3129,10.5724,15.6528,43.2891,38.7221,40.8403,24.3943,28.8578,21.0973,23.8559,21.487,25.9759,23.3615,22.6904,32.2154,30.3832,28.375,26.3403,41.3038
"PXA1",7.86582,8.39944,8.37752,6.8862,38.8892,32.101,36.621,35.2266,33.9114,35.4243,37.4481,33.3448,32.1881,28.836,34.7555,29.8402,11.11,9.14321,12.0991,10.5043,11.4849,10.9174,11.6772,11.6198,13.7233,11.1604,16.0924,11.4978,13.3718,12.2598,14.7837,10.4766
"KLMA_20194",44.6491,42.1568,50.4743,43.3891,49.9737,53.1093,49.2109,40.0394,42.8899,49.1553,42.7424,57.185,39.226,46.1663,56.5779,58.4056,117.505,114.444,108.767,68.374,68.582,72.3879,76.7719,63.7061,74.0661,76.9946,75.7674,52.9442,57.4853,43.7167,58.0373,39.9292
"ppr1",197.829,180.946,189.867,192.965,374.72,318.816,308.479,302.763,319.328,309.243,315.744,194.414,207.877,210.275,222.002,227.93,54.9151,49.9666,53.2516,64.5472,62.5066,57.4773,60.8818,62.8727,61.8546,70.9712,30.9302,52.186,41.8649,48.8273,44.4403,54.8901
"ABP140",3.48351,3.51263,0.859442,3.2616,10.4149,10.5884,6.28803,2.69731,12.6287,7.23581,9.68336,4.54568,5.41166,2.73641,0,0,1.47785,0,6.0247,2.1095,0,3.11679,3.1557,1.0317,1.02782,0.978068,0,1.36101,6.92108,3.46269,5.18374,0
"ATG5",16.7139,15.7285,17.7261,10.5104,33.4403,31.5724,25.5103,31.139,29.2553,24.3688,19.54,24.0386,21.7449,23.665,26.1922,29.3488,18.9924,19.6293,17.3948,24.7776,17.4848,15.3903,22.7001,22.9327,15.2119,26.1323,16.6307,18.797,16.6835,16.7238,18.6798,14.9093
"KLMA_20200",5.86896,7.81665,7.10079,8.23562,6.41624,6.03924,4.62423,6.32901,6.32768,8.90107,9.03787,6.83662,6.15764,5.12164,7.00242,9.90977,5.76632,4.87968,7.63994,7.26845,6.21236,7.0464,8.20387,6.465,7.52692,6.61767,13.9019,13.1948,9.2407,10.8641,11.5298,13.7143
"KLMA_20201",28.2465,28.644,24.3022,24.4841,49.8847,46.1535,45.6809,42.7368,47.1806,41.1191,72.4298,39.9839,40.4182,40.3088,43.1226,39.325,87.2043,85.8118,95.5139,64.3141,67.9784,69.4696,65.7282,69.4475,64.6497,66.463,66.4852,97.1735,96.5453,88.2671,98.9792,80.4489
"MET7",46.5459,46.3139,52.8924,48.2487,63.0013,69.5775,67.884,69.9813,68.845,72.4278,87.8722,51.5547,45.4982,49.8139,45.4951,49.7428,66.223,66.8512,77.999,46.079,45.4884,44.3293,51.6386,49.4396,49.2701,45.524,45.9999,59.2615,52.8956,51.4029,51.1098,75.3608
"PRP46",12.9703,13.4978,16.2234,18.5071,19.0569,17.3045,24.0924,19.8628,18.6489,21.9199,13.072,13.7834,12.0191,11.6444,14.2523,12.3818,15.846,13.1854,12.145,12.6342,9.51569,12.566,13.9476,11.8469,14.3069,12.7136,18.0729,21.2622,20.7974,18.0623,16.6517,4.03261
"ESA1",17.8663,18.74,21.8484,22.0448,19.4181,18.9488,13.2082,14.5439,15.6049,15.3987,24.9893,11.96,12.5232,9.63239,13.95,12.3874,13.4685,15.5238,15.465,16.1427,15.7898,13.5873,16.3488,14.1386,14.3882,14.9392,26.3527,32.1603,22.4561,23.8652,16.479,21.023
