"","k_1","k_2","k_3","aa.1","aa.2","aa.3","bb_2","bb_3","bb_1","ab_1","ab_2","ab_3","bba_1","bba_2","bba_3","aab_1","aab_2","aab_3","f_1","f_2","f_3"
"ACS1",2899.83548207252,2948.5179069179,479.246373862597,404.20600198693,401.072622537454,203.024772912736,113.583545332649,130.846180400661,398.406327927471,386.521733104099,384.811797879655,512.199653927071,113.589431787041,107.461697570501,122.451764996775,405.906352724134,413.361428442861,412.010051900278,-16.1794450558917,-35.8609910758482,-56.2725234764825
"ACS2",396.786000552172,465.099936896591,286.100245090429,332.984113672761,309.773442008558,149.202173072109,446.882695456146,434.44029755216,319.263112681714,585.779429570479,543.13011069247,504.226646022254,550.777961050005,584.010902239554,585.841760850318,501.136568690418,536.158401263153,547.473091973322,435.639566416601,377.830677736073,212.520003186628
"ACT1",647.391171238778,690.243736161239,1436.10378486087,1271.96843281799,762.650202323547,769.966238568212,1101.61572340873,1141.25630579525,701.573267400668,1551.9343833778,1541.8529010511,1624.67485851648,1089.768501901,1091.86654263361,1102.22277245785,1010.56033216558,1043.19333666377,1099.30181961852,737.141927990294,714.458635770033,660.429136125764
"ADA2",62.1582217144342,57.6037993533173,36.5253596782306,56.440860891773,71.9934855568768,49.5187832802412,62.6601148403722,68.6497660371137,75.0551594031103,47.9721315982218,51.8908252937309,52.7537948724086,64.52516116656,62.0661246699162,67.8857900950293,52.1404443944636,49.9530160339031,48.3697614749573,39.7800941981912,37.9702917348027,36.0477245191895
"ADD37",55.3313147923291,50.366797782011,77.3945113861454,86.0630818833829,83.9381671920338,68.6437597067132,70.8633874273922,81.6965966343037,109.417476793952,141.979152595895,114.048132818747,137.631124439515,102.293862510323,104.313305962577,67.2380233224366,49.3822403094056,88.0034708490337,96.550635899857,65.180481750061,70.379902740235,64.597812804386
"ADD66",66.9266690455276,58.7155797326717,55.6005529430177,62.4651588235629,53.0480920854475,53.2460593200926,69.6855841155698,64.6404167629309,60.0783180637288,58.7691420667026,56.3310790647977,55.9641725129808,63.0907038234366,63.6782564277922,60.3007025717173,68.6877858008952,61.6882984216344,60.278663402477,52.0601861641242,51.2063659243903,48.0081938548601
"ADE1",92.518555512121,101.334405222896,14.1248403385935,26.6011283879176,172.74681099556,128.579190203022,186.007404881001,181.591795525733,313.740356846897,172.940404364965,166.825516385264,167.485337563127,196.326607158571,195.748208104135,200.444206189588,230.92532092313,274.141377699259,135.693073862053,144.386866688358,135.7378894137,122.682920662012
"ADE12",217.751544358816,224.638445389094,226.462665193329,155.647425388532,213.489211151504,243.675966677763,329.174342653441,362.38082188797,289.263594260991,271.956896269188,256.57382293074,259.015150686867,300.014864759458,295.113368727647,300.68578051517,370.226699888858,408.29456790029,341.234303898196,218.361386893208,214.890118190722,205.078200212794
"ADE13",124.74881722772,132.298534876045,100.642949802069,55.2710598276947,222.629838295491,120.655327534433,236.524899391175,258.957455852568,328.042228164107,217.708002194541,252.2000167247,237.859389652769,240.027583923418,229.408880275741,245.595368545394,277.741368603592,312.408716559132,139.740979317984,146.19653922291,163.845784117373,148.864236083764
"ADE17",271.893384408251,300.649323906974,166.066428561962,280.124041313898,273.6168959741,226.716996286587,373.456549036999,352.037205284776,312.264785721192,375.119113961231,359.869233374245,336.342139534178,371.663274180703,391.69423372913,386.265439354088,375.499978159966,377.798321527914,316.078429675634,186.919990915935,172.807446064361,160.480817526348
"ADE2",79.2102286700042,73.702622921192,50.9500879987113,51.0341434915576,113.480411546635,77.6661041154164,111.470898523371,112.383071444154,145.96293526516,99.5714064429591,107.895133461584,92.8818823915826,129.143146908267,131.079525145141,129.83178387096,110.990292153918,127.119225403497,66.4703971641405,69.3747465229421,69.1591794993708,56.586786836652
"ADE3",49.2977509007234,52.9123000052895,82.58040070701,56.6879365034872,88.638228474883,72.9175702708142,126.337850968987,124.159609887395,120.164764644735,119.782738819713,130.757457123447,122.395906883202,132.106572084656,128.777537236305,136.645656997445,138.986603982797,146.954868705191,93.2883353982037,67.5478654234661,62.9644117629987,53.4257595910475
"ADE4",62.6216165650503,78.3571876376727,26.142811269001,11.9660510507842,137.667987542961,83.0725287371221,99.5951446871195,95.7454673503484,202.71548060027,74.3939886165111,81.5657916135446,69.6350118919105,88.1749596557276,95.1722961702482,113.526864583625,100.357457235425,118.920646177562,66.2064689518905,103.237473720052,103.866420872431,98.1036149799444
"ADE6",13.752001648488,17.303862061027,18.8843507408707,33.5717647283562,59.642793035374,30.4056524769588,65.1053329809289,67.8124047225351,76.3320222670393,77.226361902807,78.7567522249088,71.9731089283109,73.9582474709747,71.7748849051525,75.6684871396268,71.2048813638815,85.7682560892209,56.5196238522542,56.3177920781972,54.7289460994671,51.3343433178158
"ADE8",81.7681841550594,82.8709850103082,56.0480243122901,52.6252796469036,78.7090623062063,58.9731143772787,90.9914711660223,88.4202925894299,94.1266435532148,63.2599666948445,67.3877864027339,58.8368911649843,76.9147423848243,77.8965952216065,83.935117730267,96.5450182234267,87.4056057259267,59.4155545267988,54.7443752076144,52.3446055193197,45.3730074221024
"ADH1",6193.28622201681,5648.31579873673,7744.01344708711,5649.29752792666,5095.98724998873,4327.74018315405,6730.01223178597,7206.31634543205,5188.80343406808,8761.89858402182,7525.76375639579,8262.78430884992,7825.0657458039,7857.74138445669,7029.48913034763,5345.20929236071,5913.3474601062,6331.60381830755,3762.52878490964,3573.0968536742,3644.56246487472
"ADH2",1476.79336202549,1500.11693348738,210.914730698474,2228.55053861449,2910.16076098923,2420.49826163058,3368.65935812652,3088.59480296616,2656.06604173811,3198.22833707406,2970.59466209547,3016.62703122103,3063.35673827554,2961.2260920205,2842.26934461191,2869.61779209972,3801.41304564998,4378.26754902094,1600.37490651446,1608.75847340288,1448.21280611537
"ADH3",448.991081870389,467.950093528832,244.35552580567,261.914771785958,255.626945477748,2180.22567263116,130.939096285043,131.2226081432,264.766792604808,190.832360249428,178.636328537514,161.890845950163,226.584688034714,253.284966845144,228.912813000723,289.087743891842,282.309137124029,286.554265147259,95.6091123324113,77.8147231759594,82.9568662178408
"ADH6",-3.06334752061844,24.1246916723979,349.625999538149,445.987825649264,517.065791948516,2514.56573949584,488.634969103824,495.075262561254,531.827279629764,385.194505600253,244.701896887604,265.045799253498,526.801018918812,591.615776756322,546.279209325231,598.525664225714,778.24536361443,880.391934048331,1169.83288946249,1182.52858949167,1189.68778163429
"ADI1",71.0069142986322,82.331588535488,76.5211381984676,122.394004874874,61.1885330735427,82.7508052815829,105.669193583681,90.0736184564872,57.1184404172357,75.2643054617392,62.9307354880782,61.3904572538193,76.3936632369158,81.7517466389126,69.1430947656273,96.6454871644798,70.5581100926555,61.6680239521211,75.7414621516359,79.7155522071254,67.4102267294958
"ADK1",530.103776648149,540.146985252921,728.452591838068,869.400232908632,641.310657029707,646.83755234858,590.718532446293,512.571954405423,690.127846907524,798.555114348871,748.991500184255,754.747531736669,760.37420618905,752.782841185338,707.66646930233,601.429190160065,560.353205014031,509.594158545303,547.128849437191,559.897117775152,427.142353941214
"ADK2",174.493843855521,181.199945247024,153.238189827098,130.911540889304,74.9534476891785,66.364537299124,130.653929841866,98.1270671091519,68.1395535451844,92.1156768523078,101.580731800263,94.9086082287479,80.7913669751726,84.5808395150538,90.8581767815547,113.82081152482,75.4061405465137,69.3195086461063,94.2453734524361,81.7339944228302,61.5057958595273
"ADO1",78.0893301790538,86.5726708555273,75.6143776216628,130.695015126866,143.367713891067,145.201432273227,143.85846344363,136.924684847847,152.572329667912,126.764462638247,121.515589412074,115.214545447748,148.412258801646,145.328233302115,142.448025459228,215.039239766407,146.036533399971,136.396677980524,167.545345708167,174.629947652483,164.09166857196
"ADP1",63.122729784123,64.3151728656199,65.7608901450986,78.2786283175518,68.611387600212,56.2828820614207,40.9913737968581,58.8319581082598,53.073208486763,38.9360169582468,45.5475986100308,46.3958114954541,56.2771466770129,58.0944610337802,68.7096520010737,43.564988785027,49.3468018165064,50.1151333890676,69.5397067703206,73.2244806808668,70.5316857724588
"ADR1",46.8682620456302,54.1492389873337,87.2318536130259,94.1137859568616,73.2600881328129,74.3110027232387,46.6862074580736,61.4658014304234,70.006351129956,67.8662509346947,92.7371014185156,101.71129113458,67.7781169805135,67.5454751605366,87.2253800617334,79.0224902663395,82.0234063569337,78.7795567903339,175.601440674853,178.853172585458,174.129915619518
"ADY2",1863.403906352,1712.79984205396,366.168413796858,193.56288121232,197.562524484459,363.238762588,1.96295097514803,3.99668192831427,195.425080679562,84.7751320884539,79.2896846512819,86.651634698679,9.96429548453293,8.32642903378559,6.67513710891717,198.446316818658,198.676616314079,193.719583670825,-2.03270290699544,-1.79194348488926,-8.34356205372569
"ADY4",18.2404745168626,14.29270300991,17.9726661591403,10.1516033701206,16.8952385939729,14.0837605849212,10.9990216833869,9.59646100865986,17.9155906585138,10.4452846082323,10.0895155215187,10.7286356528611,11.9871033519917,11.1696041009861,11.1301999623456,8.46452345310674,10.7488052141725,10.9575060115153,18.2128239135548,17.6840757104911,16.8020427487937
"AEP1",11.7361974819012,16.2985569714647,8.35813865441058,17.2064895283824,20.6367981178276,29.0847110206517,31.41619430053,27.055397655253,19.8783174127511,12.9207753209674,18.9801207315423,14.355089033871,31.2731596713087,33.4849686314588,37.8423787194596,44.6818605718322,32.5773885089502,30.3885081897218,29.1026284574722,27.2243492569439,25.6318678141421
"AEP2",27.1429114979433,28.9336132531407,16.7940244011066,20.6545903621031,33.0668738788072,28.7229743630027,23.0962482427319,21.8239020142631,29.6605273235456,12.5357505860665,16.1653097016738,14.0527669739278,22.7974868391055,24.3010668543329,29.0762049280248,28.9266761877443,22.1666173900542,19.0833286363193,30.9037613848494,35.6134615397241,31.8527006396234
"AEP3",11.5330007989312,12.0236242412912,9.15027184850814,12.0694211175374,18.7476201002763,17.9931685007239,11.8297677219916,12.5840274144633,17.0460453613474,8.94527297441695,10.125644262433,8.34904715688664,15.3690961984654,14.5255507076212,18.2629026436569,15.7460583669151,12.8361540432625,10.4214492250411,14.1237549404405,16.7954816919238,14.3931615968577
"AFG1",100.446601687954,96.367312141803,95.0069919328343,62.8227398317111,70.7499149697258,61.5618401970022,54.5164553820572,60.3009021313857,74.3551460796169,60.5468149224137,58.9708712172494,62.2994273220737,75.2976804393356,75.2179864319233,79.3733305482666,67.1304377858534,66.4056462009487,66.2242732893243,89.9733012636626,84.6590184316071,77.9555353179736
"AFG2",25.9540401323682,27.2070556830345,24.0483205967465,30.3389514799941,42.0470447060514,27.8046332003422,32.256088186034,35.9732185432425,40.7233455416348,33.204173011098,33.0165914214331,32.3143937091882,37.6759892991649,35.5982190465295,40.7557013338946,31.3281904090765,32.6864178462648,33.2475291388629,37.674981617817,35.4632019874239,36.5216196089582
"AFG3",414.374677744609,437.986502568038,369.474015384318,398.655188062319,349.744921966113,266.151707105819,267.774226436961,251.042282346879,305.961614939738,354.484254179814,420.028122031056,388.5156664835,255.391111951309,243.838762971156,278.968811290921,299.058161311705,271.091136764333,282.695112576454,384.436179830246,395.711695993738,408.389580707207
"AFI1",10.1920864390034,11.2394987076566,12.0880227763754,9.647245385374,11.9371009213359,15.309871958493,13.5733597958118,14.6276584969035,12.4052334646898,7.96672960087477,10.8540216250953,9.80740793325968,15.4099266732018,15.1945273387501,18.2864401352655,19.2538275092432,14.7825261445156,12.9033589331458,14.728469041977,15.4540785344777,15.5688550464919
"AFT1",97.2890185039815,106.917526110609,66.3417001225663,79.3306703470889,91.9221291049147,71.2567289899312,82.6896797791636,87.1045744349928,94.4307431463103,71.7527092952293,87.0722658519333,84.1079043876853,96.6179443679151,100.527237730806,112.862772605313,109.9882827694,109.707757521525,104.472185889766,125.567805957438,125.429317614339,126.95693500266
"AGA2",11.8052553778153,13.6503241593019,-7.54020085499786,12.2246697171778,-6.66800964542011,12.6746529054635,15.2623084723804,14.7361200752573,-5.21062633679466,12.5246749396259,11.865268339938,11.2567045821454,12.2207216810174,11.8197348260789,12.7484545658203,35.0231133821047,34.4596813748668,36.3722785538937,12.7516771558765,11.6258160829292,14.1232101011471
"AGC1",27.9055182752555,30.1079000837641,45.6457440443475,52.4780835766653,52.8834149089,38.6863516770851,52.2813203463674,43.5972237634118,56.4036352514059,80.4679437331337,80.5424878907163,74.3416040622077,62.1747067864507,64.4853113129612,61.0463079392008,60.0690817078362,58.8062450156068,58.9430195523724,83.8361774747798,87.3970547582822,83.0254620252407
"AGE2",129.534702000381,133.119601130648,112.411844542318,159.067707792508,149.901476849315,128.673635273828,167.173373521315,155.288656349936,154.974036504936,153.734550477764,158.911187283456,141.718990065095,181.46470043105,181.006885169556,170.714775575411,160.41767300047,166.138667840962,172.849447068692,159.270605403859,158.226284806505,149.768375373563
"AGP1",30.6608050686265,29.9465675858358,27.8042793001111,13.8100059604278,23.998014588419,27.5224846975862,13.8753109412018,16.8439027160223,21.7891080561719,14.6799488512965,14.7573428822356,15.4531778395545,19.851048258838,19.2657327427868,20.4208546881407,17.8286197131062,26.3552972511884,27.2117238112449,29.5532448385105,31.2692825201211,31.8155532114943
"AGP2",244.988629693804,256.775281043675,169.645107267932,186.379692327987,195.263711027055,120.126156175508,82.2648400287557,81.5544156504297,217.21861265362,209.315233230921,236.571515470982,233.773768807374,125.254453897085,121.228605567207,132.735930369843,100.781396485675,126.996151928574,121.764551828006,172.396672043484,162.478763699987,143.820338191566
"AGX1",291.490903406653,290.286546962668,599.072086850055,452.991491083455,390.74266866288,551.986772427621,391.217163729071,318.644538560457,371.382037792675,452.040275854643,443.364947362678,421.869295015784,401.859310761443,434.477442494733,373.250821298701,323.301875206876,348.237340648963,345.962700291422,656.269229894488,692.515173807367,644.09733560637
"AHA1",179.849189744759,158.110800058502,419.577990003845,177.043197130976,200.90069431244,218.318602894442,248.922589260745,243.766820077199,238.296984914594,221.722141728471,169.58098969125,185.347077949207,317.400816838652,314.150537279503,304.288457598581,220.759978838678,144.926126914489,127.079031215754,200.148187246498,208.045043143895,188.819924262928
"AHC1",100.808945623109,98.2960685048536,67.2414729886008,79.2367961831491,107.982066877376,67.9433817729871,77.7559591772637,79.2319090898496,120.420119358749,75.6798834600424,67.1248890762419,70.0519980509845,98.404826457428,101.054220034758,91.5764582753164,81.3493546044089,87.7087057485322,97.5038821524464,123.415937416097,127.682886621716,128.207703470849
"AHC2",291.362244155299,306.959535216852,166.025685835394,262.852087807356,245.690663164038,202.572688720166,201.17679518601,166.975686266106,252.015733608065,182.756867432121,159.125736681757,154.713783475949,203.012921382661,199.322782382256,190.901722377113,187.661176509492,178.863551649643,185.9110065187,223.298765512493,235.635347566814,226.173259405456
"AHP1",1027.19304731586,1058.26159848877,933.57347391668,986.441911465735,939.53644124198,3273.19064270123,1847.28554520191,1561.2639470271,949.37559177065,1783.40405391101,1242.33166685106,1196.17519352128,1441.38563059279,1627.34158379359,1419.4944321829,1789.26738530621,2086.27268836218,2477.07856296278,1269.49879157569,1175.25440620473,1257.85332755793
"AIM1",197.309286253583,177.259754761758,155.561645511627,128.46482874872,110.375874557683,108.452208331226,119.711416831567,110.407995644597,123.589270494589,94.3238406650409,90.8739872800833,78.2028723678116,99.6953153110073,103.040527805902,101.196544457476,110.859382300743,85.3936099215723,65.2882274967228,109.341202882396,108.592160260193,107.792091297714
"AIM10",63.3514253550848,71.9361465112447,51.8797475364403,72.5257432838159,61.3449192906852,56.1432145897914,82.7296139511005,67.173179779613,58.862942567061,55.8455862936972,67.3044634234853,55.4106811917418,65.6900812652599,63.9189402404402,68.9101056689304,69.1779490345098,62.3856685908722,67.1572323449053,82.2229170281669,82.6483792457162,77.3968296502446
"AIM11",112.101331379002,120.152749878216,53.3161846567324,91.5570437779148,88.6868386737172,71.2892428646201,77.2733859137832,65.7179865213617,102.729506662474,46.9398848301654,48.7295421157223,34.809203472196,53.898129006717,52.2375924440541,53.7966759924393,51.1922084309357,51.3592200462629,42.2831603670478,89.5703613016924,88.0741627466214,88.1983885725753
"AIM14",35.7968639499427,36.5844263728037,40.6192630464055,47.0288019645156,51.3299386716933,44.3320361026234,52.2101489050017,55.0454887937315,43.3144933188081,33.7149792079152,38.6031608825331,38.3791373802464,49.7734947830391,47.7502255604491,51.6381815143673,41.0919984994987,41.1141008500793,41.0645429316444,36.9967662251407,37.0043247115942,34.6095672103248
"AIM17",309.160580209506,331.126375038229,264.22590975125,243.545575393735,128.361776213501,134.415006879509,160.181102662208,139.728619586405,123.73092898377,177.029089134691,159.019844175038,157.04613137297,145.199716120823,145.552517816153,131.039405074542,117.425104491319,118.599339513252,100.280911676631,127.428109651113,120.615261634957,99.0059592119016
"AIM18",220.350539563569,214.914289448901,228.955339875683,189.049937066729,226.367242936876,164.253005308947,198.776912572265,169.122226835414,218.271961110338,199.390168059321,204.063570756395,192.555106675162,174.8100708523,171.575291004395,178.782313858564,183.316663208492,175.663959032337,184.979843687078,196.849461694808,224.468055746944,219.954474181923
"AIM19",279.150132247743,254.634158563816,181.421254312366,220.743277391563,198.347956743451,126.600029619928,232.48228968733,202.338178053873,204.780350201638,197.191141178897,132.483829147292,117.83138029085,189.551520595555,228.279309867698,170.243757527477,197.942251439306,223.121956587897,236.956327869414,412.836048739584,364.55227720476,437.426191609428
"AIM2",268.877696894026,263.22577138368,585.74970932075,599.321665899701,505.490707818996,1465.63350058063,596.867348229463,589.217407016228,490.523491985638,632.128289748387,614.331579733889,615.112178347746,659.795791709208,651.074681960014,632.592441468883,669.522703065026,727.779009195415,757.297529299288,685.779486676238,682.213253186674,677.286882885057
"AIM21",26.3904533628805,27.774421007625,18.360024835116,21.1957663814201,20.0525048094753,20.0354360958914,37.6540293877701,30.1350448252446,22.5019157550514,34.4573175894885,32.0483630151155,23.6794779854233,33.415701979535,34.4697292077865,29.7088631811451,26.5349521887676,27.3692900220013,30.2774350072841,16.5984575241778,14.8374203802524,11.0622803064995
"AIM22",30.7208058604997,29.5197810780491,22.5156535533701,36.3431959801271,37.8300166771857,36.2504955224611,30.8496807938425,29.0681769820441,37.3033268624986,24.9825859264631,26.7970566084246,22.1393983866268,28.0007205448077,27.5985251639324,28.9965816448825,34.1631530943006,27.1171054709981,25.2213749290414,42.0508423091686,44.2309678348975,39.8356688509287
"AIM23",112.400184763714,110.565313260144,97.4880263826294,94.5122975803989,103.953749608363,81.4890033828563,105.558838783356,83.3180259068657,99.5891772289971,47.4202216227329,63.7745076081935,54.0843701025732,61.0277704371024,63.7878536869663,75.9231134902331,74.527163039389,54.3269648269612,49.1487875319248,94.0902878150875,103.202637352566,109.932376275992
"AIM24",111.087731773158,118.347976346865,207.713729083209,162.305275820614,144.806971561291,131.527293457263,163.117834689882,151.840173179558,145.543097962037,195.879038748559,203.684451121307,206.034812574527,144.622964201056,153.203605674679,148.979276375162,153.140461821856,146.052398407694,140.147202908263,183.12990688046,181.04272638563,189.005731506697
"AIM25",179.542825948827,181.486670199287,152.891189143229,157.852372143725,118.389585739271,88.6990993539783,142.393817816087,113.389306676915,102.710986234439,108.413803227829,117.150241819082,103.412798078686,90.4401455764527,84.7960127160937,92.5297330488266,79.5314195328274,82.2085821684481,83.9522171989792,118.043781952611,111.81485834678,101.621061335127
"AIM27",30.790529920571,29.1482461688829,31.6269316263119,36.0676703493297,34.6342555741983,38.1571399267568,50.9853148283668,46.2636170419577,33.3929186395785,43.703286923865,44.907642454571,43.512731383819,48.0980492231622,48.4487702479061,44.8118190046842,62.0607595879725,46.826877964818,39.7726971727168,28.0237919489625,29.5579080125203,22.4156102750388
"AIM29",457.571001763751,392.203473475351,454.937019372373,360.510464112012,307.988039055498,381.235550656513,256.394182780745,262.139264651017,320.570247582916,270.667000135779,283.290793903677,266.703479625887,291.886329100326,324.524614953299,303.877806790578,289.648260836868,254.603565320814,255.657544609567,318.419394865682,334.64791624741,308.731162200506
"AIM3",15.0637378106737,14.4208514258178,29.2555957482355,30.8666347415815,30.2080094683126,25.5816343810623,48.8767056265858,34.4724807286793,31.0596988115832,34.7496864036239,39.9026908423865,29.3324355268653,48.0308351480842,45.7312710864613,41.4556657788111,36.1824061154397,34.1381202957849,35.6035425726377,50.2169939366006,46.80456202624,45.2174633332121
"AIM32",17.0841616021506,20.0572710868694,23.8378217222821,23.2058452342018,29.2383221018443,27.4919807094806,25.6336515796127,25.9630629047874,29.6191415096443,26.8393148790367,27.4594262541553,22.7346544556946,26.9625083672415,27.9988894287254,29.2234963984982,26.6286786046109,25.6475235921121,22.3158591102207,25.7336861268348,28.3510110511758,23.7439082919985
"AIM34",528.705583670321,464.92260424163,392.779131497811,549.943550844507,398.549553072063,365.646165842908,431.029951455719,476.425443263245,375.361350501556,272.32285011702,287.662343048809,299.815449268477,378.688125788238,368.347459663906,384.082715779878,314.2533573732,382.95261485404,454.290282368912,460.660569898357,494.915305524931,544.090986732639
"AIM36",380.08180768473,354.62457664161,290.915664816537,324.70244709142,226.56262636377,188.157293639516,246.098022080208,178.937425541401,214.56079776904,177.191791819917,189.165020963711,153.485934189959,173.072450020864,166.036468112709,178.410455668891,190.54130901661,153.349290476648,149.450555342316,264.04203336103,286.67871062643,262.527548881987
