"","GSM15965","GSM15966","GSM15967","GSM15968","GSM15969","GSM15970"
"33859_at",4195.6,4462.2,3429.2,2247.8,3974,2556.6
"33860_at",3736.3,2609.6,2475.4,4347.9,2539.3,2989.2
"33861_at",951.3,1020.3,1318.4,649.5,960,904.3
"33862_at",17327.5,35392.3,38658.9,59706,49486.8,81753.2
"33863_at",7311.9,6977.1,8598.3,4760.5,4596.3,5765.5
"33864_at",550,345,295.5,83,647.9,35.6
"33865_at",1338.5,1434,1648.7,888.7,1183.5,350.8
"33866_at",1501,2321.4,2315.2,706.7,1532.8,1549.3
"33867_s_at",7112.6,10939.6,5286.9,5136.7,8681.8,7078.7
"33868_at",908,1089.2,1400.7,901.6,893.4,1101.7
"33869_at",2086.3,1771,2774.7,3697.5,2617.8,2943.2
"33870_at",768.4,599.7,546.1,865.7,869.8,42.2
"33871_s_at",617.9,298.3,573.8,1035.3,1516.4,897.5
"33872_at",428.2,361.5,189.7,613.8,445.6,368.2
"33873_at",2046.6,2115.4,1711.2,2189.3,2129,1861
"33874_at",15.4,16.8,12.5,104.1,114.9,29.6
"33875_at",2605.3,2975.3,2590.3,1786.2,2304.9,2278.4
"33876_at",3266.9,3612.7,4452.6,2223.4,3633.7,2057.8
"33877_s_at",2249.2,2458.2,2942.8,1078.2,1240.1,879.3
"33878_at",1277.9,2021.5,1921,2834.1,3900.9,480.8
"33879_at",2082.1,1870.2,1642,1561,2266.7,2532.4
"33880_at",698.7,753.7,357.5,298.4,215.7,250.6
"33881_at",1257,1724.9,1044.1,824.3,597.8,493
"33882_at",1467.9,1433.5,1782,1336.7,806.3,3283.1
"33883_at",143.8,334.8,54.5,999.5,406.9,103
"33884_s_at",345.7,427.6,533.1,743.7,974.5,685.3
"33885_at",1251.7,1147.6,653.4,805.3,1278.8,846.9
"33886_at",588.2,396.7,411.1,378.1,357.7,14.8
"33887_at",1979.6,2108.3,2759,3483.9,2840.6,3460.4
"33888_at",1828.9,2595.6,2743.9,611.8,1508,2367.8
"33889_s_at",4226.6,5108.6,3684.9,6269.1,5381.6,4440.5
"33890_at",165.6,272,108.7,389.9,201.3,204.8
"33891_at",4088.7,4220.3,2846.1,5240.2,3914.7,2558.1
"33892_at",73.6,13.7,25.2,121.2,44,46.5
"33893_r_at",153.9,323.1,161.5,70.5,436.8,155.2
"33894_at",124.6,108.4,9.5,142.5,164.2,154.1
"33895_at",262.2,325.1,225.3,527.6,744.8,274.2
"33896_at",308.8,390.5,445.3,165.1,168.7,100.9
"33897_at",204.5,102.5,22.9,496.3,257,242.3
"33898_at",1592.7,1706.7,1542.7,2350.5,1878.2,1978.7
"33899_at",1584.3,1706.2,1981.6,977.2,1508.3,1683.2
"338_at",981.9,1198.4,1121.3,995.1,1030.2,1248.6
"33900_at",670.7,556.1,680.9,1709,1164.1,172.9
"33901_at",1693.6,1443.8,2135,588.5,1097.7,1316.4
"33902_at",1137.5,1108.1,641.1,920.6,1045,1534.2
"33903_at",1844.2,1923.5,2532.8,1823.3,1502.4,3185.9
"33904_at",210.3,249.4,590.8,431.5,71.7,1582
"33905_at",1280.7,959.1,1254.2,1148.7,1037,823.8
"33906_at",972.1,937.8,1188.3,792.6,727.2,1670.2
"33907_at",551.3,671,1288.5,1120.9,1181.2,1202.1
"33908_at",3767.8,3210.6,5146.7,4937.1,3899.4,5181.3
"33909_at",879.5,1147.8,1695,1781.3,1507.5,1336.5
"33910_at",2645.7,2468.2,1777.9,861.5,876.4,750.2
"33911_at",3732.9,3917.2,2087,267.8,473.9,421.3
"33912_at",735.3,773.8,711.7,532.2,522,386.3
"33913_at",2545.3,3808.6,4323,6380,4512,4595.2
"33914_r_at",152.8,79.2,96.9,124.4,111.6,18.2
"33915_at",2412.9,3027.4,3356.4,3812.4,2801.5,3248.9
"33916_at",3261.8,2984.2,4663.6,3834.9,3090.9,3739.8
"33917_at",527,596.1,591.2,1019.7,830.5,707.3
"33918_s_at",446.5,567.4,1006.3,1015.9,796.5,1040.3
"33919_at",3735.8,5079.7,5381.2,4593.1,4468.5,6194.3
"33920_at",1876.7,1834,1549.9,2363.2,2515.8,2350.7
"33921_at",2691.9,2122.1,2046.1,2910.1,2621.4,2575.1
"33922_at",792.9,833.6,551.9,1178,1181.6,520.5
"33923_s_at",17.3,11,5.9,30.4,31.8,88.6
"33924_at",1649.3,2141.3,1648.3,1058.3,1006.1,1809.9
"33925_at",508.9,850.6,1028.9,1266.6,1271.5,2220.4
"33926_at",53.1,59.8,37.8,53,97.7,31
"33927_i_at",68.7,53.9,8.5,51,281.3,39.8
"33928_r_at",139,19.6,54.6,143.6,331.5,13.1
"33929_at",1864.8,1539.1,1664.6,1860.1,2222.3,1861.4
"33930_at",363.9,449.2,287.2,580,651.8,288.9
"33931_at",2369.9,2179.6,2867.4,2871.5,2923.5,5625.7
"33932_at",454.7,303.5,225.9,91.9,340.6,386.9
"33933_at",411.2,570.4,779.5,1121.8,388.4,988.3
"33934_at",176.3,189.4,125.1,152.5,206.8,70.6
"33935_at",723.3,536.4,446.3,691.5,2157.8,543.7
"33936_at",1351.5,1500.8,1701.1,575,544.5,28.3
"33937_at",312.2,264.9,226.3,281,360.6,359
"33938_g_at",189.1,130.2,14.7,36.4,211.4,15.4
"33939_at",360.3,473,224.9,402.2,672,100.9
"33940_at",57.4,13.6,7.4,33.8,103.6,49.4
"33941_at",147.1,199.1,140.3,290.4,570,163
"33942_s_at",4473,4227.5,3002.1,2123.7,2071.1,4419.3
"33943_at",7010.1,8112.6,9647.4,9098.9,9825.4,15815.9
"33944_at",10524.3,10612.3,9048.9,7336.7,7482.4,7059.3
"33945_at",53.6,174.1,28.5,35.3,147,141.1
"33946_at",150,227,245.5,428.2,287.9,236.4
"33947_at",500.6,1072.5,532.6,2643.8,2273.9,1492.3
"33948_at",127.8,345.4,163.5,684.3,311.1,256.2
"33949_at",339,320.7,347.6,433.4,596.1,366.3
"33950_g_at",1754.3,1552.1,1745.4,3215.6,3824.4,2972.6
"33951_at",71.2,36.6,28.5,213.4,155.1,92.3
"33952_at",757.2,908.1,734,448.1,1029.3,773.8
"33953_at",30.8,34.7,21.8,135.9,130.6,100.7
"33954_at",273.5,253.1,92.3,281.2,282,502.4
"33955_at",380.1,121.7,25.8,109,360.1,223.2
"33956_at",792.7,640,584,404.4,461.2,551.3
"33957_at",172.5,70.8,18.4,25.6,98,8
"33958_at",43.3,136.9,79.2,33.1,204.3,135.9
"33959_at",15.9,57.8,56.5,38.5,91.3,30.6
"33960_s_at",350.6,426.7,274.6,728.9,575.6,535.4
"33961_at",492.6,450.6,296,1193.9,505,628.8
"33962_at",37,46.1,27.8,172.4,95,22.9
"33963_at",100.3,122.4,143.7,175.9,191.2,180.7
"33964_at",94.3,263.7,84.9,179.6,262.5,132.9
"33965_at",395.5,85.2,66.6,206.7,181.7,85.2
"33966_at",9.3,229.4,61.7,430.2,85.4,382.5
"33967_at",1914.6,2597.3,2201.6,2567.1,2580.4,3124.7
"33968_at",21.8,57.9,16,22.5,45.6,36.8
"33969_at",213.9,319.3,268.7,167.3,336,426.4
"33970_at",71.3,167.2,11.4,29.7,229.7,154.8
"33971_f_at",290.8,61.6,96,239.7,228.7,60.5
"33972_r_at",52.1,84.3,48.7,33.3,152.5,217.5
"33973_at",86.2,274.4,105.1,281,313.7,285.5
"33974_at",130.8,188.9,181.4,400.2,715.4,361.3
"33975_at",276.9,204,94.3,56.8,25.3,47
"33976_at",14,24.1,27.3,328.2,64.2,13.7
"33977_at",346.4,142.6,99.6,512.4,300.1,180.4
"33978_at",33.1,128.2,35.8,15.8,58.6,40
"33979_at",274.3,303,110.2,180.7,563.4,180.2
"33980_at",221,20.8,151.8,70.2,41.8,197
"33981_at",39.5,27.5,52.4,102.4,66.6,47.5
"33982_f_at",589.8,476.7,322.6,508.9,423.1,296.6
"33983_at",47.7,59.6,54.8,139.9,97.5,88.3
"33984_at",9878.4,9402.5,10562.9,4251.3,4406.8,11238.3
"33985_s_at",450.4,550.5,201.7,641.8,239.1,98.3
"33986_r_at",747.6,421,370.8,570,537.7,123.3
"33987_at",8114.2,7473.5,7038.8,5585.4,3605,7340.6
"33988_at",19523.7,10915.7,15926.8,12863.3,19491.3,12697
"33989_f_at",12017.8,11658.1,9660.9,9083.9,7634.2,13656
"33990_at",12.2,36.6,116.1,130.1,161.1,430.4
"33991_g_at",393.9,308.9,39.2,365.7,111.5,156.9
"33992_at",546.6,408.8,23,77,70.7,47.6
"33993_at",1977.9,1990.5,2577.6,2965.7,3361.8,2429.6
"33994_g_at",52294.4,39143.6,38818.1,64832.4,37789.5,70960.5
"33995_at",61,45.9,58.8,130.2,167.7,97.3
"33996_at",42.8,37.1,10.9,91.3,273.2,45.2
"33997_at",209,228.5,207.9,324.5,358.3,780.6
"33998_at",40.8,37.7,49.4,33.8,195.5,13.7
"33999_f_at",60.2,332.4,43.7,275,503.8,352
"339_at",449.4,289.9,348.3,512.3,600.5,385.8
"34000_r_at",100.2,92.1,16.8,130.9,41.3,56
"34001_at",159.6,435.8,169.9,525.6,634.7,18.3
"34002_at",170.4,168,198.6,23.8,194,82.2
"34003_at",2001.4,1794.9,2486.7,2019.5,1844.8,3579.7
"34004_at",43.4,80.6,99.7,287.7,162.8,70.4
"34005_at",1542.3,1057.1,800.3,2835,3431.6,1165.6
"34006_s_at",368.3,522,70.8,71,474.3,408.1
"34007_at",24.1,21,13.2,254.2,31.6,53.8
"34008_at",127.8,279.7,315.8,332.8,407.6,304.8
"34009_at",192.3,36.9,21.2,298.2,254.3,91
"34010_at",390,315.1,60.5,676.2,838.1,61.4
"34011_at",343.3,174.2,428.7,86,437.5,877.4
"34012_at",145.3,184.4,199.4,465.6,604.2,222.8
"34013_f_at",27.2,127.8,7.9,340.4,289.1,131.5
"34014_f_at",25.3,15.8,21.9,374.4,163.2,90.3
"34015_at",84.4,150.6,62.6,549.9,200.3,56
"34016_s_at",700.2,512.7,857.3,1404.4,1299.5,348.8
"34017_s_at",380.4,84.7,189.8,317.3,163.9,101.8
"34018_at",204.1,530.1,233.7,353.1,811.4,584.6
"34019_at",12,29.9,20.1,68.9,35.1,71.2
"34020_at",33,76.3,47.4,46,77,77.5
"34021_at",34.4,68.9,37.7,16.4,49.7,47.5
"34022_at",128.9,96.4,103.9,595.4,373,392.6
"34023_at",17.5,20.3,22.3,250.8,58.5,226.2
"34024_at",240.6,65,191.5,733.3,412.6,512.1
"34025_at",69.7,33.9,7.3,28.1,67.3,44.8
"34026_at",317.9,233.2,170.8,299.1,161.2,111.7
"34027_f_at",76.2,139.2,328.3,44.2,95.3,550.6
"34028_at",15.7,28.4,100.7,39.5,8.5,42.8
"34029_at",27.9,40.4,19.5,62.4,51.6,37.6
"34030_at",113.5,83.3,96.5,199.3,275.1,96.2
"34031_i_at",525.9,812.5,809.7,738.9,1251.4,892.9
"34032_at",626,1811.9,993.5,921.4,968.7,585
"34033_s_at",233.7,39.2,190.6,159.4,163,523.7
"34034_at",1644.5,1239.1,2059.4,6422.5,4958.8,2163.3
"34035_at",22.9,33.1,133.1,236.7,573.7,130.2
"34036_at",94.8,54.6,14.8,253.4,347.1,74
"34037_at",64.3,41.6,22.5,205.4,77.5,357.3
"34038_at",188.3,954.3,596.9,3163.7,624.3,1785.1
"34039_at",50.6,50.7,111.5,271.2,295.3,46.8
"34040_s_at",185.2,106,114.4,120.6,686.2,54.9
"34041_at",189.1,1046.7,250.7,290.5,639.2,937.1
"34042_at",61.8,161.3,86.2,121.3,260,85.6
"34043_at",72.9,210.4,113.7,390.5,115.4,128.6
"34044_at",23.4,18,12.5,64.2,32.6,29.1
"34045_at",91,28.3,49,83,96.7,318.1
"34046_at",582.3,914.7,883.5,1693.8,1999.3,1753.4
"34047_at",433.3,616.5,175.7,259.7,271.9,169.2
"34048_at",14.9,19.3,17.3,74.1,85.9,28.3
"34049_at",227.9,220.4,62.4,334.7,470.7,68
"34050_at",63.3,53.4,9.2,74.7,220.4,123.6
"34051_at",168.7,326.6,166.5,60.1,353.2,47
"34052_at",246.6,42.4,228.2,78.7,275.4,73.1
"34053_at",15.5,20.6,7.1,28.8,110,13
"34054_at",102.6,169.4,154.3,314.5,489,1092.6
"34055_at",242.8,208.9,159.7,167.5,142.4,142.8
"34056_g_at",70.3,78.2,505.8,307.8,179.9,437.4
"34057_at",463.5,137.9,35,514,135.7,50.2
"34058_at",311.2,114.8,140.9,257,328.2,67.2
"34059_at",34.5,24.7,9.9,54.5,33.7,39.1
"34060_g_at",821.3,801,583.3,933.6,1194.3,1042.9
"34061_at",85.3,41.4,59.1,118.7,184.7,106.5
"34062_at",94.9,132.1,285.1,495.7,260.7,158
"34063_at",313.4,196.7,201.9,772.2,604.1,410.1
"34064_s_at",153.7,265.4,165.5,317.2,606.6,359.7
"34065_at",103.4,115.5,51.3,68.4,87.6,156.5
"34066_at",1655.9,2112.8,1618.7,1994,1950,3794.7
"34067_at",1005.9,2239.4,1329,2961.7,2874.1,2293.2
"34068_f_at",152.8,497.5,134.1,454.5,531.4,270.6
"34069_s_at",1776,2221.7,1407.9,835.7,853.3,1153.2
"34070_s_at",83.4,116.2,70.3,116.8,196.6,82.7
"34071_at",239.6,259.5,122.7,665.1,417.8,213.2
"34072_s_at",138.5,167,329.8,577.7,101,200.3
"34073_s_at",74.3,144.1,30,130.1,138.7,93.9
"34074_s_at",105.3,60.8,47.8,531.7,377.9,127.7
"34075_at",271.5,149.4,166.4,303.8,391.6,149.5
"34076_at",20,28.3,19.4,84.1,73.8,27
"34077_at",544.8,577.7,231,944.5,1800,436.6
"34078_s_at",611.1,1006,521.8,1800.1,1694.2,226.5
"34079_at",241.5,276.6,208.6,431.2,529,268.5
"34080_at",88,76.8,82.7,71.4,115.8,109.8
"34081_at",86.8,130.6,85.8,112.8,214.3,870.6
"34082_at",237.2,94.8,160.7,558.3,347.7,441.8
"34083_at",443.2,142.8,104.3,242.7,359.2,812.5
"34084_at",16.7,31.8,7.2,60.9,66.7,13.6
"34085_at",19078.3,23732.3,31875.2,27579,20561.7,48005.8
"34086_at",396.6,250.6,307.5,898.1,539,818.3
"34087_at",22.9,32.2,53,479.2,103.3,387.3
"34088_at",163.4,349.4,158.2,995,206.6,422.8
"34089_at",3930.3,4196.5,3101.5,4456.1,4863.9,4786.6
"34090_at",53.3,138.1,343.9,122.3,139.4,44.1
"34091_s_at",33788.9,59106.5,54187,14389.6,18662.4,26985.8
"34092_at",152.6,163.1,184.4,348.2,280,389.3
"34093_at",1032.5,1477.4,770.5,2077.8,1846.2,1567.9
"34094_i_at",313.1,646,104.4,1890.4,1073.3,658.6
"34095_f_at",156,390.4,255.7,350.6,333.3,328.5
"34096_at",11.5,11.5,14.8,127.1,277.7,229.2
"34097_at",46.6,8.3,115.5,32.7,256.5,175.3
"34098_f_at",43.5,32.8,36.7,44.9,98.7,44.7
"34099_f_at",335.3,533,287.8,483.7,281.4,411.7
"340_at",123.6,307.5,26.8,74.6,92.7,56.9
"34100_at",16,56.6,27.4,230.1,60.3,49.3
"34101_at",49.8,76.7,43.4,267.2,562.7,115.2
"34102_at",38,44.5,32.9,236.7,186.8,313.8
"34103_at",80.7,20.7,5.7,150.3,14.8,101.5
"34104_i_at",963.7,1335.9,1154.1,2502.4,1222.1,1205.1
"34105_f_at",118.5,152.3,151.5,147.7,158.2,93
"34106_at",67.6,182.4,147.8,40.6,53.7,41.1
"34107_at",310.6,86.2,201.2,89.8,670.5,174.3
"34108_g_at",658.3,671.5,551.2,1413.5,1019.7,1009.9
"34109_at",29,49.7,54.9,170.1,174,163.9
"34110_g_at",341.3,667.1,502.1,990.5,696.1,401.5
"34111_s_at",20.9,99.9,95,36.2,66.2,321.9
"34112_r_at",143.4,300.4,148.9,570.9,545.7,308.3
"34113_at",11.8,13.1,5.1,190.5,33.1,41.7
"34114_at",151.8,36.8,10.6,192.3,79.4,72.9
"34115_at",6.8,27.4,14,37.2,28.9,18.9
"34116_at",44.8,199.3,52.3,81.3,271.5,437.6
"34117_at",157.9,298.7,144.2,160.5,231.4,84.6
"34118_at",40.5,72.8,126.5,126.7,116.8,651.5
"34119_at",56.3,106.4,48.8,160.1,556.7,301.7
"34120_r_at",3.8,7,3.4,229,24.5,55.3
"34121_at",334.8,76.6,155,479.1,291.8,66.6
"34122_at",180.1,385.3,177.7,188.6,448.1,204
"34123_at",46.2,106.7,4.3,189.8,92,87.2
"34124_at",27.1,21.2,29.7,97.5,91.2,60.8
"34125_at",20.1,24.5,107.2,27.8,102.1,19.9
"34126_at",63.1,65.6,52.4,106.5,100.8,125.8
"34127_at",203.5,240.6,258.5,659.9,442,582.8
"34128_at",736.5,750.1,680.7,987.1,1117.2,1393.3
"34129_at",101,130.8,17.1,309.9,101.2,58.3
"34130_at",92.5,148.5,243.4,235,200.6,145.3
"34131_at",830.3,668.5,613.6,635.5,1455.6,1116.4
"34132_at",63.3,27,8.8,7.3,22.1,23.9
"34133_at",263,160.9,50.5,255.4,226,138.2
"34134_at",38.8,113.8,79.5,74.6,131.9,95.9
"34135_at",97.1,486.1,185,123,229.8,166.1
"34136_s_at",25.4,87.3,27.8,307.9,297.4,36.8
"34137_at",115.6,73.8,33.9,197.7,170.9,434
"34138_at",261,338.9,116.8,629.4,498.7,72.9
"34139_at",805,674.5,859.2,319.5,1317.9,1278.6
"34140_at",40.4,123.1,44.4,42.2,189.5,345.4
"34141_at",96,274.1,252.8,559.9,679.7,415
"34142_at",4.5,14.3,7.6,138.6,20,70.3
"34143_at",18.3,52.8,15.2,133,507.6,146.1
"34144_at",172.7,101.9,152.2,371.5,169.1,899.8
"34145_at",324.8,217.2,277,99.2,475.8,711.3
"34146_at",1616.2,1002.4,1835.9,1343.9,1506.9,1451.6
"34147_g_at",1008.3,1154.9,1070.5,929.3,1157,1093.2
"34148_at",267,353.9,239.8,445.5,146.9,483.5
"34149_at",325.7,384.6,308.3,635.3,700.2,466.2
"34150_at",37.3,164.5,109.3,131.2,72.5,69.8
"34151_at",954.8,531.6,1262.6,604.5,469,532
"34152_at",53.3,47.8,25.9,196.9,89,300.8
"34153_at",78.4,102,111.5,570.6,278.9,100.9
"34154_at",420.7,974.5,225.7,499.5,1487,418
"34155_s_at",50.6,39.5,23.5,202.8,140.4,67.3
"34156_i_at",229.7,72.8,239.5,501.1,193.4,210.4
"34157_f_at",780.5,170,663.3,961.6,1540.2,783.1
"34158_s_at",7.6,12.6,14.1,153.9,33.5,26.4
"34159_at",57,70.3,26.5,134.2,280.9,83.3
"34160_at",43090.6,46311.3,41291.5,10645.2,11321.8,41261.1
"34161_at",1437.3,900.1,693.3,1123.7,1888.4,982.7
"34162_at",2534.6,2932.3,3968.2,1502.6,1245.5,3320.1
"34163_g_at",506.6,1033.2,722.2,477.6,453.7,660.1
"34164_at",693.6,299.6,240.9,633,379.6,556.9
"34165_at",346.4,262.6,151.4,904.5,1129.9,150.7
"34166_at",2503.2,2699.9,2655.9,5387.4,6322.7,4216.2
"34167_s_at",523.7,1120,569.6,1475.1,2306.9,1694.2
"34168_at",137.2,13.8,134.8,72.5,49.3,71
"34169_s_at",695.7,964.8,1004,477.1,210,559.4
"34170_s_at",127.2,252.7,183.6,404.8,315.3,305.4
"34171_at",325.3,372.6,564.4,295.7,142.8,607.5
"34172_s_at",777.5,951.4,913.4,1509.6,1333.8,921.9
"34173_s_at",80.1,81.7,115.9,11.3,242.3,278.7
"34174_s_at",663.9,429.5,471.7,1351.8,1169,366.1
"34175_r_at",72.4,164,53.4,106.7,220.6,114.6
"34176_at",353.7,370.7,529,1526.3,705,662.3
"34177_at",1195.6,1345.1,1116.8,554.8,573.2,820.4
"34178_at",1015.8,1249.6,921.5,1250,1015.6,1028.3
"34179_at",363.7,262.9,593.3,318.4,1043.4,822.7
"34180_at",2348.2,2917.7,3613.6,1369.6,2281.4,2647.5
"34181_at",164.4,463,194.2,118,287.1,237.5
"34182_at",745.1,1249.2,1241.7,2114,1249,3055.2
"34183_at",1042,1625.8,1565.2,4589.8,4980.9,3364.6
"34184_at",879.8,763,623.1,475.9,1596.5,851.7
"34185_at",1139.9,1195.7,1660.8,2496,1561.3,1716.9
"34186_at",138.2,331.2,30.1,95.4,432,54.6
"34187_at",288.9,546.6,346.7,972.7,988.7,531.8
"34188_at",384.9,304.5,132.2,271.9,173.3,24.1
"34189_at",820.4,758.9,924.4,816.2,690.8,705
"34190_at",6.1,13.9,7.8,163.1,119,31.6
"34191_at",387.2,253,347.1,58.6,227.4,244.4
"34192_at",626.8,570.2,866.6,558.7,910.3,375.1
"34193_at",44.7,68.6,17.6,53.8,26.8,12.4
"34194_at",14328.5,18765.3,12161.9,558.2,590.3,1097.2
"34195_at",651.3,1195.6,1101.5,641.1,650.9,752.9
"34196_at",375.3,382.6,172.4,288.7,261.6,71.9
"34197_at",534.8,233.9,868.7,926.6,984.2,454.2
"34198_at",2552.4,2789.8,1860,1919.7,1538.5,62.3
"34199_at",227.5,182,233.2,80.3,367.8,147.1
"341_at",115.9,117.8,400.3,328.9,381.3,251
"34200_at",528.9,635.6,745.9,288.5,653.3,528
"34201_at",514.3,487.4,391.3,418.4,331.9,202.3
"34202_at",304,370.2,171.6,331.4,415.2,456.2
"34203_at",33.9,67.6,66.6,88.4,214.5,73.8
"34204_at",271,72.4,72.5,326.4,554.6,91.9
"34205_at",58.1,60.6,207.2,112.5,298,197
"34206_at",1779.7,966.8,1205.8,1659.5,1848.4,1956.7
"34207_at",112.6,103.5,412.7,76.6,131.3,122.1
"34208_at",100.6,7.6,48.1,218.3,8.5,306.1
"34209_at",96.2,589.8,280.4,1203.4,458.8,153.9
"34210_at",57,38.7,131.6,34.2,269.2,964.6
"34211_at",282.2,193.7,109.2,76.2,69.7,439.1
"34212_at",257.2,32.1,105.5,32.3,47.9,198.6
"34213_at",481.1,433.3,406,185.2,331.3,2071.2
"34214_at",90.4,22.7,66.9,510.1,227.2,374.8
"34215_at",1977.3,1329.7,1289.6,1853.6,1377.3,1542.1
"34216_at",1920.8,2325.5,2408.3,2040.8,1749.9,1011.5
"34217_at",1666.7,1387.9,1347.9,595.7,1598.3,678.2
"34218_at",368.7,152.1,280.3,902.1,241.3,712.7
"34219_at",108.6,131.7,82.8,99.5,204.1,145.6
"34220_at",236.8,91.1,85.8,113.1,126,34
"34221_at",1285.3,1795.7,1906.1,2134.6,2755.6,1251.4
"34222_at",165.3,149.8,253.8,596.3,1080.6,112.5
"34223_at",151.3,240.2,122.3,574.6,819,168.6
"34224_at",2711.3,2644.6,2490.6,2597.7,3232.9,2860.5
"34225_at",528.9,572.5,468.4,306.9,556.8,645
"34226_at",378,388.8,271.4,379.9,180.6,70.8
"34227_i_at",39.9,121.8,13.1,270.5,8.1,19.9
"34228_r_at",9.5,16.8,13.9,14,217.1,52.1
"34229_s_at",165.6,362.2,292.4,609.4,1166.3,172.4
"34230_r_at",453,362.4,111.8,425.4,274.1,173.8
"34231_at",2316.3,3002.3,2224,1421.1,1822.4,906.8
"34232_at",462.2,628.9,392.6,700.6,111,567.7
"34233_i_at",204.4,217.9,24.7,249.3,347,190.1
"34234_f_at",217.8,472.5,290.4,398.2,416.7,338.4
"34235_at",29367.5,27741.8,31706.7,101980.1,75417.7,14571.2
"34236_at",79.9,46.8,50.9,266.3,171.4,42.7
"34237_at",283.1,134.9,106.3,201.3,187.4,39.2
"34238_at",88.9,164.8,253.2,630.9,318.9,346.8
"34239_at",552.8,470.7,342.1,171.7,593.8,420
"34240_s_at",1147.5,925.4,862.5,1120.3,1125.3,1252.4
"34241_at",235.6,150,127.1,274.9,279,321.3
"34242_at",226.9,233.1,329,445,190.2,128.1
"34243_i_at",226.7,257,110.2,273.5,87.1,316.4
"34244_r_at",126.8,41.5,72.7,111.3,282,145.3
"34245_at",99.9,168.1,115.6,675.1,294,249.1
"34246_at",1964,2417.3,4198.8,2114.1,2179.7,2778.8
"34247_at",45.7,49.1,11.2,72.4,32.1,22.2
"34248_at",146.8,38.3,18,26.9,69.9,90.8
"34249_at",212.1,256.8,121.2,509.2,122,367.3
"34250_at",439.1,154,843.1,239.1,950.9,222.7
"34251_at",677.5,528.1,839.3,1126.7,1521,1057
"34252_at",200.5,55.5,27,32.6,38.1,63.2
"34253_at",273.9,202.4,252.4,170.9,78.5,48.7
"34254_at",67.4,105.8,311.1,154.9,141.6,185.3
"34255_at",635.8,1117,1335.8,2278.6,2189,2007.2
"34256_at",94.8,97.9,54.8,163.1,33.7,551.4
"34257_at",2744.5,3395,2078.9,29.3,453.3,517.5
"34258_at",410.6,302.6,287.1,302.8,81.4,125.1
"34259_at",539.7,1540.2,1794.7,882.6,1630.3,3619.6
"34260_at",637.6,897.7,987.6,562.6,1075.9,1207
"34261_at",705.6,628.1,500,267.3,377.6,894
"34262_at",661.7,637.9,561.3,587.1,249.3,205.1
"34263_s_at",10.6,110.9,10.9,36.1,29,41.9
"34264_at",2198.2,2045.2,2137.8,2397.9,3161.9,2125.9
"34265_at",119.9,139.1,16.1,253,528.5,36.1
"34266_at",79.1,42.2,81.8,106.7,85.5,20.3
"34267_r_at",76.2,148,63.1,35.1,194.3,36
"34268_at",364.6,547.6,647.2,528.2,404,648.1
"34269_at",271.6,319.3,395,373.5,602,243
"34270_at",264.3,253.3,230.4,366.7,88.1,115
"34271_at",9.7,13.1,16.1,237.4,16.6,125
"34272_at",54.8,244.9,361.1,662.1,334.3,757.8
"34273_at",432.7,219.9,400.1,572.2,1184.7,609
"34274_at",546.6,358.1,564.3,384.1,315.3,422.1
"34275_s_at",24.8,32.4,14,18.1,108.6,32.1
"34276_at",283.7,156.9,271.9,709.9,545.1,976.9
"34277_at",151.2,109.4,169.5,357.8,599.4,136.5
"34278_at",2265.7,3665.5,2207.5,1273.3,3053.8,2153.8
"34279_at",3469.9,5025.3,5040.3,3696.3,4162.2,2365.8
"34280_at",192.9,175.1,327.9,805,510,574.5
"34281_at",379.6,168.4,211.4,733.2,1048.7,753.9
"34282_at",616.2,679.7,233.2,33.8,137.1,165.2
"34283_at",205.2,133.9,131.7,11.3,30.1,40
"34284_at",169.8,343,283.6,50.4,71.9,202.4
"34285_at",660.1,750.9,530.5,703.3,536,778.3
"34286_at",91.7,176.3,106.8,141.5,203.5,28.3
"34287_at",864.9,768.8,854.2,1536.5,569.7,847.6
"34288_at",30.6,139,13.4,18.3,21.4,116.1
"34289_f_at",559.6,389.8,391.2,1025.9,241.8,905.3
"34290_f_at",138.3,144.6,412.3,279.3,323.2,452
"34291_at",1020.4,1051.8,993.2,682.9,680,1105.4
"34292_at",1272.4,801.6,685.1,984.7,1832.4,473.1
"34293_at",1522.6,1268.1,2337.8,4216.3,2911.1,5304.6
"34294_at",3573.6,2131.5,3811.4,5648.5,5178.5,8199.3
"34295_at",389.4,201.8,131.4,63.2,621.6,45.6
"34296_at",1970,1033.9,2423.6,2962.4,2189.9,2524.3
"34297_at",20.6,27.7,24.1,21.6,26.8,29.4
"34298_at",112.4,474.6,413.6,647.8,991.4,943.2
"34299_at",969.1,894.8,838,584.8,854.1,789.9
"342_at",35.3,28,86.4,73.4,224.8,82.9
"34300_at",673.5,736.6,553.3,478.7,853.8,797.2
"34301_r_at",6579.7,6727.6,6034.2,10667.1,8493.6,9079.2
"34302_at",2937.6,2593,5021.1,5840.5,2530.3,5416.3
"34303_at",1372,1542.1,2765.7,4153.3,5549.6,3297.6
"34304_s_at",1805.3,1722,667.5,1204.3,1612.5,1434.9
"34305_at",3505.6,3980.7,3893.2,3608.6,3598.5,4686.6
"34306_at",937.5,727.9,616.9,563.5,915.8,395.1
"34307_at",1968.9,1708.4,1483.1,1074.7,1408.6,1039
"34308_at",712.8,607.2,681.9,622.4,558.2,427.4
"34309_at",139.3,270.5,115.3,745.6,125.6,55.4
